	token	coref	ner
2546	Ceton	O	B-PER
2547	/	O	E-PER
2548	W.	O	O
2549	Huigen	O	B-PER
2550	(	O	E-PER
2551	Kamer	(605	O
2552	F2	O	O
2553	33	605)|603)|(606)	O
2554	)	O	O
2555	,	O	O
2556	Post	(608|(607	O
2557	bus	O	O
2558	80300	607)|(609)	O
2559	,	O	O
2560	3508	(610	O
2561	TH	O	O
2562	Utrecht	610)|608)|604)	O
2563	.	O	O
2564	-	O	O
2565	Gemeente	(612|(611	O
2566	Woerden	611)	O
2567	,	O	O
2568	De	(613	O
2569	heer	O	O
2570	Verkleij	613)	O
2571	,	O	S-PER
2572	Afdeling	(614	O
2573	Bouwzaken	614)|(615)	O
2574	,	O	O
2575	Postbus	(616	O
2576	45	616)|(617)	O
2577	,	O	O
2578	3440	O	O
2579	AD	O	O
2580	Woerden	O	O
2581	Dijkgraaf	O	O
2582	en	O	O
2583	hoogheemraden	612)|(618)	O
2584	,	O	O
2585	namens	O	O
2586	hen	(619)	O
2587	,	O	O
2588	mevrouw	(621|(620	O
2589	mr.	O	O
2590	M.E.	O	O
2591	Thijssen	620)	B-PER
2592	,	O	E-PER
2593	hoofd	(622	O
2594	afdeling	O	O
2595	Vergunningverlening	(623)	O
2596	en	O	O
2597	handhaving	622)|621)|(624)	O
2598	.	O	O
2599	Keurvergunning	(625)	O
2600	d.d.	O	O
2601	2	(626	O
2602	november	O	O
2603	2007	626)	O
2604	nr.	O	O
2605	181170	(627)	O
2606	7	O	O
2607	Bijlage	O	O
2608	I	O	O
2609	Meldingsformulier	O	O
2610	start	O	O
2611	werkzaamheden	(628)	O
2612	keurvergunning	O	O
2613	Nummer	O	O
2614	Vergunning	O	O
2615	:	O	O
2616	181170	(629)	O
2617	,	O	O
2618	d.d.	O	O
2619	2	(630	O
2620	november	O	O
2621	2007	630)	O
2622	Keurlocatiecode	O	O
2623	:	O	O
2624	178951	(631	O
2625	/	O	O
2626	OR	O	O
2627	(	O	O
2628	wel/niet	(632	O
2629	nabij	O	O
2630	primaire/secundaire	O	O
2631	kering	632)|631)	O
2632	De	(633	O
2633	vergunninghouder	633)	O
2634	zorgt	O	O
2635	ervoor	O	O
2636	dat	O	O
2637	dit	(42	O
2638	formulier	42)	O
2639	tenminste	O	O
2640	3	O	O
2641	werkdagen	O	O
2642	voordat	O	O
2643	met	O	O
2644	de	(33	O
2645	werkzaamheden	33)	O
2646	wordt	O	O
2647	begonnen	O	O
2648	,	O	O
2649	ingevuld	O	O
2650	en	O	O
2651	ondertekend	O	O
2652	wordt	O	O
2653	opgestuurd	O	O
2654	of	O	O
2655	gefaxt	O	O
2656	naar	O	O
2657	onderstaand	(634	O
2658	adres	634)	O
2659	.	O	O
2660	Gegevens	(635	O
2661	van	O	O
2662	het	(636	O
2663	werk	636)|635)	O
2664	:	O	O
2665	Startdatum	O	O
2666	werk	O	O
2667	:	O	O
2668	___-___-_	O	O
2669	_	O	O
2670	_	O	O
2671	Mogelijke	O	O
2672	einddatum	O	O
2673	werk	O	O
2674	Plaats	O	O
2675	en	O	O
2676	datum	O	O
2677	Naam	O	O
2678	en	O	O
2679	handtekening	(637)	O
2680	opsturen	O	O
2681	of	O	O
2682	faxen	O	O
2683	naar	O	O
2684	:	O	O
2685	Hoogheemraadschap	O	O
2686	De	O	O
2687	Stichtse	O	O
2688	Rijnlanden	O	O
2689	Afdeling	O	O
2690	Vergunningverlening	O	O
2691	en	O	O
2692	Handhaving	O	O
2693	Antwoordnummer	O	O
2694	2677	O	O
2695	3970	O	O
2696	VJ	O	O
2697	HOUTEN	O	O
2698	fax	O	O
2699	(	O	O
2700	30	O	O
2701	)	O	O
2702	634	O	O
2703	59	O	O
2704	99	O	O
2705	post@hdsr.nl	O	O
2706	Keurvergunning	O	O
2707	d.d.	O	O
2708	2	O	O
2709	november	O	O
2710	2007	O	O
2711	nr.	O	O
2712	181170	O	O
2713	8	O	O
2714	Bijlage	O	O
2715	II	O	O
2716	Tekeningen	O	O
2717	en	O	O
2718	overige	O	O
2719	Kenmerk	O	O
2720	:	O	O
2721	Soort	O	O
2722	bijlage	O	O
2723	:	O	O
2724	Datum	O	O
2725	:	O	O
2726	T-VG-WA-0000-	O	O
2727	01D02	O	O
2728	kadastrale	O	O
2729	situatie/tekening	O	O
2730	T-VG-WA-0000-	O	O
2731	01D01	O	O
2732	kaart	O	O
2733	locatie/Overzichtskaart	(638)	O
2734	toelichtende	O	O
2735	tekst	O	O
2736	foto	O	O
2737	kadastrale	(639	O
2738	situatie/tekening	639)	O
