	token	coref	ner
2518	hun	(557)|(560|(559	O
2519	inzet	O	O
2520	voor	O	O
2521	de	(535	O
2522	SP	535)|559)	O
2523	en	O	O
2524	daarmee	O	O
2525	voor	O	O
2526	de	(90	O
2527	raad	90)|560)	O
2528	.	O	O
2529	11	O	O
2530	.	O	O
2531	Raadsvoorstel	(561	O
2532	Voorbereidingskrediet	O	O
2533	Gebiedsontwikkeling	O	O
2534	Galgenwaard	O	O
2535	en	O	O
2536	omgeving	561)	O
2537	.	O	O
2538	De	(562	O
2539	heer	O	O
2540	Dijkstra	O	S-PER
2541	(	O	O
2542	EenUtrecht	562)|(563)	O
2543	)	O	O
2544	stemt	O	O
2545	in	O	O
2546	met	O	O
2547	het	(556	O
2548	raadsvoorstel	556)	O
2549	,	O	O
2550	mits	O	O
2551	de	(392	O
2552	wethouder	392)	O
2553	kan	O	O
2554	toezeggen	O	O
2555	dat	O	O
2556	de	(565|(564	O
2557	bewoners	564)	O
2558	en	O	O
2559	direct	(566	O
2560	omwonenden	566)|565)	O
2561	gelijkwaardig	O	O
2562	worden	O	O
2563	betrokken	O	O
2564	,	O	O
2565	net	O	O
2566	als	O	O
2567	de	(567	O
2568	private	O	O
2569	marktpartijen	567)	O
2570	,	O	O
2571	en	O	O
2572	dat	O	O
2573	er	O	O
2574	daarnaast	O	O
2575	ook	O	O
2576	wordt	O	O
2577	gekeken	O	O
2578	naar	O	O
2579	een	(568	O
2580	kleinschaliger	O	O
2581	plan	O	O
2582	-	O	O
2583	500	(570|(569	O
2584	woningen	569)	O
2585	en	O	O
2586	40.000	(571	O
2587	bvo	571)|570)|568)	O
2588	.	O	O
2589	De	(197	O
2590	voorzitter	197)	O
2591	merkt	O	O
2592	op	O	O
2593	dat	O	O
2594	dit	(572)	O
2595	eigenlijk	O	O
2596	geen	O	O
2597	stemverklaring	O	O
2598	is	O	O
2599	,	O	O
2600	maar	O	O
2601	meer	(573	O
2602	een	O	O
2603	verzoek	573)	O
2604	.	O	O
2605	Zonder	O	O
2606	stemming	(574)	O
2607	wordt	O	O
2608	overeenkomstig	O	O
2609	het	(556	O
2610	raadsvoorstel	556)	O
2611	besloten	O	O
2612	,	O	O
2613	met	O	O
2614	inachtneming	(575	O
2615	van	O	O
2616	de	(576	O
2617	afgelegde	O	O
2618	stemverklaring	576)|575)	O
2619	.	O	O
2620	12	(577)	O
2621	.	O	O
2622	Raadsvoorstel	(578	O
2623	Herziening	O	O
2624	legesverordening	O	O
2625	m.b.t.	O	O
2626	evenementen	(579	O
2627	en	O	O
2628	bijschrijving	(580	O
2629	leidinggevenden	(581	O
2630	in	O	O
2631	horeca	581)|580)|579)|578)|(582)	O
2632	.	O	O
2633	Mevrouw	(583	O
2634	Snippe	O	S-PER
2635	(	O	O
2636	PvdD	583)|(358)	O
2637	)	O	O
2638	merkt	O	O
2639	op	O	O
2640	dat	O	O
2641	haar	(584)|(586|(585	O
2642	fractie	585)	O
2643	beslispunt	(587	O
2644	1A	587)|586)	O
2645	kan	O	O
2646	steunen	O	O
2647	,	O	O
2648	maar	O	O
2649	niet	O	O
2650	kan	O	O
2651	meegaan	O	O
2652	met	O	O
2653	het	(588	O
2654	halveren	O	O
2655	van	O	O
2656	het	(589	O
2657	tarief	O	O
2658	voor	O	O
2659	het	(590	O
2660	in	O	O
2661	behandeling	O	O
2662	nemen	O	O
2663	van	O	O
2664	een	(591	O
2665	evenementenvergunningaanvraag	591)|590)|589)|588)	O
2666	.	O	O
2667	Om	O	O
2668	die	(592	O
2669	reden	592)	O
2670	stemt	O	O
2671	haar	(593)|(594	O
2672	fractie	594)	O
2673	tegen	O	O
2674	het	(556	O
2675	raadsvoorstel	556)	O
2676	.	O	O
2677	Mevrouw	(595	O
2678	Bode	O	S-PER
2679	(	O	O
2680	Volt	595)|(596)	O
2681	)	O	O
2682	sluit	O	O
2683	zich	(597)	O
2684	aan	O	O
2685	bij	O	O
2686	de	(598	O
2687	stemverklaring	O	O
2688	van	O	O
2689	de	(599	O
2690	Partij	O	O
2691	voor	O	O
2692	de	O	O
2693	Dieren	599)|598)	O
2694	.	O	O
2695	Zonder	O	O
2696	stemming	(600)	O
2697	wordt	O	O
2698	overeenkomstig	O	O
2699	het	(556	O
2700	raadsvoorstel	556)	O
2701	besloten	O	O
2702	,	O	O
2703	met	O	O
2704	inachtneming	(601	O
2705	van	O	O
2706	de	(602	O
2707	afgelegde	O	O
2708	stemverklaringen	602)|601)	O
2709	.	O	O
2710	13	(603)	O
2711	.	O	O
2712	Rekenkameronderzoek	(604)	O
2713	:	O	O
2714	Onbegonnen	(605	O
2715	werk	605)	O
2716	-	O	O
2717	Een	(606	O
2718	onderzoek	O	O
2719	naar	O	O
2720	de	(607	O
2721	verduurzaming	O	O
2722	van	O	O
2723	gemeentelijk	(608	O
2724	vastgoed	O	O
2725	in	O	O
2726	Utrecht	608)|607)|606)|(609)	O
2727	.	O	O
2728	De	(610	O
2729	heer	O	O
2730	Keulen	O	S-PER
2731	(	O	O
2732	lid	(611	O
2733	Rekenkamer	611)|610)	O
2734	)	O	O
2735	merkt	O	O
2736	op	O	O
2737	dat	O	O
2738	de	(612	O
2739	titel	O	O
2740	van	O	O
2741	het	(613	O
2742	onderzoek	613)|612)	O
2743	slaat	O	O
2744	op	O	O
2745	twee	(614	O
2746	zaken	614)	O
2747	.	O	O
2748	Allereerst	O	O
2749	is	O	O
2750	er	O	O
2751	het	(615	O
2752	feit	O	O
2753	dat	O	O
2754	er	O	O
2755	ondanks	O	O
2756	de	(616	O
2757	versnellingsopgave	616)	O
2758	nauwelijks	(617	O
2759	panden	617)	O
2760	waren	O	O
2761	aangepakt	615)	O
2762	.	O	O
2763	Toen	O	O
2764	het	(556	O
2765	rapport	556)	O
2766	uitkwam	O	O
2767	,	O	O
2768	in	O	O
2769	februari	(618	O
2770	van	O	O
2771	dit	(619	O
2772	jaar	619)|618)	O
2773	,	O	O
2774	waren	O	O
2775	er	O	O
2776	twee	(620	O
2777	gebouwen	620)	O
2778	verduurzaamd	O	O
2779	,	O	O
2780	terwijl	O	O
2781	de	(621	O
2782	doelstelling	621)	O
2783	was	O	O
2784	om	O	O
2785	in	O	O
2786	2023	(622)	O
2787	57	(623	O
2788	panden	623)	O
2789	aangepakt	O	O
2790	te	O	O
2791	hebben	O	O
2792	.	O	O
2793	Daarnaast	O	O
2794	concludeerde	O	O
2795	de	(130	O
2796	Rekenkamer	130)	O
2797	dat	O	O
2798	met	O	O
2799	deze	(624	O
2800	opgave	624)	O
2801	doelen	(625	O
2802	werden	O	O
2803	nagestreefd	O	O
2804	die	O	O
2805	financieel	O	O
2806	en	O	O
2807	inhoudelijk	O	O
2808	onvoldoende	O	O
2809	onderbouwd	O	O
2810	waren	O	O
2811	en	O	O
2812	daarmee	O	O
2813	niet	O	O
2814	realistisch	O	O
2815	zijn	625)	O
2816	.	O	O
2817	De	(626	O
2818	doelstelling	O	O
2819	om	O	O
2820	het	(627	O
2821	gemeentelijk	O	O
2822	kernvastgoed	627)	O
2823	in	O	O
2824	2040	(628)	O
2825	te	O	O
2826	verduurzamen	626)	O
2827	is	O	O
2828	op	O	O
2829	de	(629	O
2830	huidige	O	O
2831	manier	629)	O
2832	haalbaar	O	O
2833	noch	O	O
2834	betaalbaar	O	O
2835	.	O	O
2836	Ook	O	O
2837	stelde	O	O
2838	de	(130	O
2839	Rekenkamer	130)	O
2840	vast	O	O
2841	dat	O	O
2842	de	(630	O
2843	gemeente	630)	O
2844	geen	(631	O
2845	grip	O	O
2846	heeft	O	O
2847	op	O	O
2848	deze	(632	O
2849	opgave	632)|631)	O
2850	.	O	O
2851	Mede	O	O
2852	hierdoor	O	O
2853	kon	O	O
2854	de	(633	O
2855	organisatie	633)	O
2856	geen	(634	O
2857	inzicht	634)	O
2858	geven	O	O
2859	in	O	O
2860	de	(635	O
2861	voortgang	635)	O
2862	en	O	O
2863	de	(636	O
2864	besteding	O	O
2865	van	O	O
2866	de	(637	O
2867	middelen	637)|636)	O
2868	.	O	O
2869	Dat	(638)	O
2870	leidt	O	O
2871	er	(639)	O
2872	in	O	O
2873	de	(640	O
2874	ogen	O	O
2875	van	O	O
2876	de	(130	O
2877	Rekenkamer	130)|640)	O
2878	toe	O	O
2879	dat	O	O
2880	de	(2	O
2881	gemeenteraad	2)	O
2882	over	O	O
2883	de	(641	O
2884	voortgang	641)	O
2885	niet	O	O
2886	inzichtelijk	O	O
2887	wordt	O	O
2888	geïnformeerd	O	O
2889	.	O	O
2890	De	(630	O
2891	gemeente	630)	O
2892	heeft	O	O
2893	zichzelf	(630)	O
2894	met	O	O
2895	een	(642	O
2896	onmogelijke	O	O
2897	opgave	642)	O
2898	opgezadeld	O	O
2899	.	O	O
2900	Ook	O	O
2901	in	O	O
2902	die	(643	O
2903	zin	643)	O
2904	is	O	O
2905	dit	(644)	O
2906	dus	O	O
2907	onbegonnen	O	O
2908	werk	O	O
2909	.	O	O
2910	Raadsvergadering	(645	O
2911	van	O	O
2912	15	(646	O
2913	september	O	O
2914	2022	O	O
2915	7	646)|645)|(647)	O
2916	In	O	O
2917	het	(648	O
2918	coalitieakkoord	648)	O
2919	staat	O	O
2920	dat	O	O
2921	men	(649)	O
2922	,	O	O
2923	gelet	O	O
2924	op	O	O
2925	de	(650	O
2926	uitkomst	O	O
2927	van	O	O
2928	de	(130	O
2929	Rekenkamer	130)|650)	O
2930	,	O	O
2931	een	(651	O
2932	agenda	O	O
2933	kan	O	O
2934	verwachten	O	O
2935	voor	O	O
2936	een	(652	O
2937	nieuwe	O	O
2938	en	O	O
2939	ambitieuze	O	O
2940	verduurzamingsaanpak	O	O
2941	aan	O	O
2942	het	(653	O
2943	begin	O	O
2944	van	O	O
2945	2023	653)|652)|651)|(654)	O
2946	.	O	O
2947	Tegelijkertijd	O	O
2948	ligt	O	O
2949	er	O	O
2950	ook	O	O
2951	een	(655	O
2952	raadsvoorstel	O	O
2953	voor	O	O
2954	waarin	O	O
2955	de	(130	O
2956	Rekenkamer	130)	O
2957	heeft	O	O
2958	geprobeerd	O	O
2959	haar	(130)|(656	O
2960	conclusies	656)	O
2961	om	O	O
2962	te	O	O
2963	zetten	O	O
2964	in	O	O
2965	aanbevelingen	(657	O
2966	waarvan	O	O
2967	ze	(130)	O
2968	hoopt	O	O
2969	dat	O	O
2970	die	(658)	O
2971	door	O	O
2972	de	(90	O
2973	raad	90)	O
2974	worden	O	O
2975	overgenomen	657)|655)	O
2976	.	O	O
2977	Het	(233	O
2978	college	233)	O
2979	heeft	O	O
2980	alle	(659	O
2981	aanbevelingen	O	O
2982	van	O	O
2983	de	(130	O
2984	Rekenkamer	130)|659)	O
2985	onderschreven	O	O
2986	en	O	O
2987	overgenomen	O	O
2988	.	O	O
2989	De	(660	O
2990	heer	O	O
2991	Te	O	B-PER
2992	Hoonte	O	E-PER
2993	(	O	O
2994	VVD	660)|(396)	O
2995	)	O	O
2996	merkt	O	O
2997	op	O	O
2998	dat	O	O
2999	zijn	(661)|(662	O
3000	fractie	662)	O
3001	de	(130	O
3002	Rekenkamer	130)	O
3003	dankt	O	O
3004	voor	O	O
3005	haar	(130)|(663	O
3006	werk	663)	O
3007	,	O	O
3008	dat	O	O
3009	ze	(664)	O
3010	het	(665	O
3011	plan	O	O
3012	van	O	O
3013	aanpak	(666)|(667	O
3014	van	O	O
3015	het	(233	O
3016	college	233)|667)|665)	O
3017	afwacht	O	O
3018	en	O	O
3019	dat	O	O
3020	ze	(664)	O
3021	het	(556	O
3022	raadvoorstel	556)	O
3023	zal	O	O
3024	steunen	O	O
3025	.	O	O
3026	Ondertussen	O	O
3027	is	O	O
3028	er	O	O
3029	van	O	O
3030	alles	(668)	O
3031	aan	O	O
3032	de	O	O
3033	hand	O	O
3034	op	O	O
3035	het	(669	O
3036	gebied	O	O
3037	van	O	O
3038	energie	669)|(670)	O
3039	.	O	O
3040	Vele	(671	O
3041	organisaties	671)	O
3042	hebben	O	O
3043	behoefte	O	O
3044	aan	O	O
3045	iets	(672	O
3046	meer	672)	O
3047	.	O	O
3048	Daarom	O	O
3049	dient	O	O
3050	zijn	(673)|(674	O
3051	fractie	674)	O
3052	motie	(675	O
3053	229	(676)	O
3054	in	O	O
3055	(	O	O
3056	Versneld	O	O
3057	verduurzamen	O	O
3058	)	O	O
3059	,	O	O
3060	waarvan	O	O
3061	het	(233	O
3062	college	233)	O
3063	wordt	O	O
3064	opgedragen	675)	O
3065	:	O	O
3066	1	(677)	O
3067	.	O	O
3068	Actief	O	O
3069	alle	(678	O
3070	verduurzamingen	678)	O
3071	op	O	O
3072	te	O	O
3073	pakken	O	O
3074	binnen	O	O
3075	de	(679	O
3076	gemeentelijke	O	O
3077	vastgoedportefeuille	679)	O
3078	conform	O	O
3079	de	(680	O
3080	maatregelenlijsten	O	O
3081	van	O	O
3082	de	(681	O
3083	energiebesparingsplicht	O	O
3084	die	O	O
3085	zich	(682)	O
3086	binnen	O	O
3087	5	(683	O
3088	jaar	683)	O
3089	terugverdienen	O	O
3090	voor	O	O
3091	zowel	(685|(684	O
3092	de	(686	O
3093	gebouweigenaar	686)	O
3094	als	O	O
3095	de	(687	O
3096	gebruikers	O	O
3097	die	O	O
3098	onderdeel	O	O
3099	zijn	O	O
3100	van	O	O
3101	de	(689|(688	O
3102	gemeentelijke	O	O
3103	organisatie	688)	O
3104	(	O	O
3105	Wettelijke	(688	O
3106	plicht	688)|689)|687)|684)	O
3107	)	O	O
3108	2	685)|681)|680)	O
3109	.	O	O
3110	Actief	O	O
3111	alle	(691|(690	O
3112	verduurzamingen	690)	O
3113	op	O	O
3114	te	O	O
3115	pakken	O	O
3116	binnen	O	O
3117	de	(692	O
3118	gemeentelijke	O	O
3119	vastgoedportefeuille	O	O
3120	die	O	O
3121	conform	O	O
3122	de	(693	O
3123	maatregelenlijsten	O	O
3124	van	O	O
3125	de	(694	O
3126	energieprestatieplicht	O	O
3127	die	O	O
3128	zich	(695)	O
3129	binnen	O	O
3130	5	(696	O
3131	jaar	696)	O
3132	terugverdienen	O	O
3133	voor	O	O
3134	huurders	(697	O
3135	binnen	O	O
3136	die	O	O
3137	bijdragen	O	O
3138	aan	O	O
3139	de	697)|694)|693)|692)|691)	O
3140	beleidsdoelstellingen	(698	O
3141	van	O	O
3142	de	(630	O
3143	gemeente	630)|698)	O
3144	en	O	O
3145	dit	(699)	O
3146	te	O	O
3147	verwerken	O	O
3148	in	O	O
3149	de	(700	O
3150	kostprijsdekkende	O	O
3151	huur	O	O
3152	3	700)	O
3153	.	O	O
3154	Actief	O	O
3155	mee	O	O
3156	te	O	O
3157	werken	O	O
3158	aan	O	O
3159	verduurzamingsmaatregelen	(701	O
3160	die	O	O
3161	huurders	(702)	O
3162	willen	O	O
3163	doen	O	O
3164	(	O	O
3165	binnen	O	O
3166	redelijkheid	(703)	O
3167	)	O	O
3168	en	O	O
3169	waarvoor	O	O
3170	toestemming	(704	O
3171	van	O	O
3172	de	(705|(630	O
3173	gemeente	630)	O
3174	als	O	O
3175	verhuurder	705)|704)|(702)	O
3176	noodzakelijk	O	O
3177	is	O	O
3178	4	701)|(706)	O
3179	.	O	O
3180	Actief	O	O
3181	mee	O	O
3182	te	O	O
3183	werken	O	O
3184	aan	O	O
3185	voorstellen	(707	O
3186	van	O	O
3187	huurders	(708	O
3188	voor	O	O
3189	decentrale	(709	O
3190	(	O	O
3191	gebouwgebonden	O	O
3192	)	O	O
3193	energieopwekking	O	O
3194	(	O	O
3195	zoals	O	O
3196	zonnepanelen	(710)|(711	O
3197	en	O	O
3198	zonneboilers	711)|(712)	O
3199	)	O	O
3200	die	O	O
3201	binnen	O	O
3202	korte	(713	O
3203	tijd	713)	O
3204	realiseerbaar	O	O
3205	zijn	O	O
3206	en	O	O
3207	de	(714	O
3208	energierekening	714)	O
3209	direct	O	O
3210	verlagen	O	O
3211	5	709)|708)|707)	O
3212	.	O	O
3213	Een	(715	O
3214	aanspreekpunt/loket	O	O
3215	te	O	O
3216	maken	O	O
3217	binnen	O	O
3218	de	(630	O
3219	gemeente	630)	O
3220	waar	O	O
3221	huurders	(702)|(716	O
3222	en	O	O
3223	gebruikers	716)|(717)	O
3224	hun	(716)|(718	O
3225	ideeën	O	O
3226	voor	O	O
3227	verduurzaming	(719)|(720	O
3228	en	O	O
3229	lokale	(721	O
3230	energieopwekking	721)|720)|718)	O
3231	kunnen	O	O
3232	voorleggen	O	O
3233	en	O	O
3234	toetsen	715)	O
3235	.	O	O
3236	En	O	O
3237	de	(722|(702	O
3238	huurders	702)	O
3239	en	O	O
3240	gebruikers	722)	O
3241	hierover	O	O
3242	te	O	O
3243	informeren	O	O
3244	.	O	O
3245	De	(723	O
3246	heer	O	O
3247	Van	O	B-PER
3248	Heuven	O	E-PER
3249	(	O	O
3250	PvdD	723)|(358)	O
3251	)	O	O
3252	merkt	O	O
3253	op	O	O
3254	dat	O	O
3255	de	(724	O
3256	Partij	O	O
3257	voor	O	O
3258	de	O	O
3259	Dieren	724)	O
3260	een	O	O
3261	voorstander	O	O
3262	is	O	O
3263	van	O	O
3264	alle	(725	O
3265	beetjes	725)	O
3266	helpen	O	O
3267	.	O	O
3268	Maar	O	O
3269	hoe	O	O
3270	verhoudt	O	O
3271	deze	(726	O
3272	motie	726)	O
3273	zich	(727)	O
3274	tot	O	O
3275	het	(728	O
3276	energieneutraal	O	O
3277	maken	O	O
3278	van	O	O
3279	alle	(729	O
3280	gemeentelijke	O	O
3281	panden	729)|728)	O
3282	?	O	O
3283	Kan	O	O
3284	dit	(730	O
3285	geïnterpreteerd	730)	O
3286	worden	O	O
3287	als	O	O
3288	:	O	O
3289	we	(731)	O
3290	doen	O	O
3291	wat	(732)	O
3292	nu	O	O
3293	kan	O	O
3294	binnen	O	O
3295	vijf	(733	O
3296	jaar	733)	O
3297	en	O	O
3298	dan	O	O
3299	stoppen	O	O
3300	we	(731)	O
3301	?	O	O
3302	Of	O	O
3303	is	O	O
3304	het	(734)	O
3305	gewoon	O	O
3306	een	O	O
3307	eerste	O	O
3308	stapje	O	O
3309	op	O	O
3310	weg	O	O
3311	naar	O	O
3312	de	(735	O
3313	volledige	O	O
3314	verduurzaming	O	O
3315	van	O	O
3316	al	(736)|(737	O
3317	het	O	O
3318	vastgoed	737)|735)	O
3319	?	O	O
3320	De	(738	O
3321	heer	O	O
3322	Te	O	B-PER
3323	Hoonte	O	E-PER
3324	(	O	O
3325	VVD	738)|(396)	O
3326	)	O	O
3327	antwoordt	O	O
3328	dat	O	O
3329	hij	(739)	O
3330	het	(740	O
3331	liefst	740)	O
3332	zou	O	O
3333	zien	O	O
3334	dat	O	O
3335	die	(741	O
3336	twee	O	O
3337	zaken	741)	O
3338	gelijk	O	O
3339	zouden	O	O
3340	oplopen	O	O
3341	.	O	O
3342	Dan	O	O
3343	doe	O	O
3344	je	(742)	O
3345	het	(743)	O
3346	wanneer	O	O
3347	het	(744)	O
3348	kan	O	O
3349	.	O	O
3350	Alleen	O	O
3351	is	O	O
3352	er	O	O
3353	ook	O	O
3354	een	(745	O
3355	wettelijke	O	O
3356	plicht	O	O
3357	voor	O	O
3358	bepaalde	(746	O
3359	maatregelen	746)|745)	O
3360	.	O	O
3361	Sommige	(747	O
3362	van	O	O
3363	die	(748	O
3364	maatregelen	748)|747)	O
3365	worden	O	O
3366	nu	O	O
3367	nog	O	O
3368	niet	O	O
3369	genomen	O	O
3370	,	O	O
3371	zeker	O	O
3372	niet	O	O
3373	in	O	O
3374	de	(749	O
3375	gevallen	O	O
3376	waarin	O	O
3377	de	(630	O
3378	gemeente	630)	O
3379	ook	O	O
3380	de	(750	O
3381	gebruiker	O	O
3382	is	O	O
3383	van	O	O
3384	het	(751	O
3385	pand	751)|750)|749)	O
3386	.	O	O
3387	Hij	(752)	O
3388	denkt	O	O
3389	dat	O	O
3390	het	(753)	O
3391	zou	O	O
3392	passen	O	O
3393	als	O	O
3394	de	(630	O
3395	gemeente	630)	O
3396	die	(754	O
3397	maatregelen	754)	O
3398	in	O	O
3399	ieder	(755	O
3400	geval	755)	O
3401	neemt	O	O
3402	.	O	O
3403	Verder	O	O
3404	denkt	O	O
3405	hij	(752)	O
3406	dat	O	O
3407	op	O	O
3408	dit	(756	O
3409	moment	756)	O
3410	veel	(757	O
3411	organisaties	757)	O
3412	echt	O	O
3413	geholpen	O	O
3414	zouden	O	O
3415	zijn	O	O
3416	als	O	O
3417	zij	(757)	O
3418	hun	(757)|(758	O
3419	energieverbruik	758)	O
3420	met	O	O
3421	20%	(759)|(760	O
3422	of	O	O
3423	30	(761)	O
3424	%	760)	O
3425	kunnen	O	O
3426	terugbrengen	O	O
3427	,	O	O
3428	zonder	O	O
3429	dat	O	O
3430	het	(762	O
3431	gehele	O	O
3432	pand	762)	O
3433	fossielvrij	O	O
3434	wordt	O	O
3435	gemaakt	O	O
3436	.	O	O
3437	Misschien	O	O
3438	kan	O	O
3439	men	(763)	O
3440	die	(764	O
3441	twee	O	O
3442	zaken	764)	O
3443	samen	O	O
3444	laten	O	O
3445	oplopen	O	O
3446	.	O	O
3447	De	(765	O
3448	heer	O	O
3449	Dekkers	O	S-PER
3450	(	O	O
3451	GroenLinks	765)|(368)	O
3452	)	O	O
3453	merkt	O	O
3454	op	O	O
3455	dat	O	O
3456	GroenLinks	(368)	O
3457	heel	O	O
3458	sympathiek	O	O
3459	staat	O	O
3460	tegenover	O	O
3461	het	(766	O
3462	idee	O	O
3463	dat	O	O
3464	de	(630	O
3465	gemeente	630)	O
3466	zich	(767)	O
3467	houdt	O	O
3468	aan	O	O
3469	de	(768	O
3470	regels	O	O
3471	die	O	O
3472	ze	(630)	O
3473	ook	O	O
3474	aan	O	O
3475	anderen	O	O
3476	stelt	768)|766)	O
3477	.	O	O
3478	Misschien	O	O
3479	moet	O	O
3480	de	(630	O
3481	gemeente	630)	O
3482	daar	(769)	O
3483	zelfs	O	O
3484	strenger	O	O
3485	in	O	O
3486	zijn	O	O
3487	.	O	O
3488	Maar	O	O
3489	het	(770	O
3490	probleem	770)	O
3491	is	O	O
3492	dat	O	O
3493	er	O	O
3494	ambities	(771)	O
3495	worden	O	O
3496	gestapeld	O	O
3497	en	O	O
3498	dat	O	O
3499	de	(633	O
3500	organisatie	633)	O
3501	dat	(772)	O
3502	niet	O	O
3503	aankan	O	O
3504	.	O	O
3505	Is	O	O
3506	de	(396	O
3507	VVD	396)	O
3508	het	(773)	O
3509	niet	O	O
3510	met	O	O
3511	GroenLinks	(368)	O
3512	eens	O	O
3513	dat	O	O
3514	het	(774)	O
3515	slim	O	O
3516	is	O	O
3517	om	O	O
3518	dit	(775	O
3519	onderwerp	O	O
3520	Raadsvergadering	O	O
3521	van	O	O
3522	15	(776	O
3523	september	O	O
3524	2022	O	O
3525	8	(777	O
3526	volgend	O	O
3527	jaar	777)|776)|775)	O
3528	te	O	O
3529	bespreken	O	O
3530	,	O	O
3531	als	O	O
3532	er	O	O
3533	uitgebreid	O	O
3534	gesproken	O	O
3535	wordt	O	O
3536	over	O	O
3537	de	(778	O
3538	wijze	O	O
3539	waarop	O	O
3540	de	(779	O
3541	problematiek	779)	O
3542	verder	O	O
3543	zal	O	O
3544	worden	O	O
3545	aangepakt	778)	O
3546	?	O	O
3547	De	(780	O
3548	heer	O	O
3549	Te	O	B-PER
3550	Hoonte	O	E-PER
3551	(	O	O
3552	VVD	780)|(396)	O
3553	)	O	O
3554	antwoordt	O	O
3555	dat	O	O
3556	als	O	O
3557	dit	(781	O
3558	onderwerp	781)	O
3559	volgend	(782	O
3560	jaar	782)	O
3561	besproken	O	O
3562	wordt	O	O
3563	,	O	O
3564	er	O	O
3565	dit	(783	O
3566	jaar	783)	O
3567	niemand	(784)	O
3568	zal	O	O
3569	worden	O	O
3570	geholpen	O	O
3571	om	O	O
3572	een	(785	O
3573	lagere	O	O
3574	energierekening	785)	O
3575	te	O	O
3576	krijgen	O	O
3577	.	O	O
3578	Het	(786	O
3579	gevolg	O	O
3580	daarvan	786)	O
3581	is	O	O
3582	dat	O	O
3583	veel	(787	O
3584	organisaties	O	O
3585	-	O	O
3586	voetbalclubs	(788)|(789	O
3587	,	O	O
3588	maatschappelijke	(790	O
3589	organisaties	790)	O
3590	en	O	O
3591	andere	(791	O
3592	organisaties	O	O
3593	waar	O	O
3594	ook	O	O
3595	GroenLinks	(368)	O
3596	zo	O	O
3597	aan	O	O
3598	hecht	791)|789)|787)	O
3599	-	O	O
3600	zullen	O	O
3601	aankloppen	O	O
3602	bij	O	O
3603	de	(630	O
3604	gemeente	630)	O
3605	voor	O	O
3606	steun	(792	O
3607	op	O	O
3608	de	(793	O
3609	lopende	O	O
3610	rekening	793)|792)	O
3611	.	O	O
3612	Hij	(794)	O
3613	geeft	O	O
3614	het	(795	O
3615	geld	795)	O
3616	dan	O	O
3617	liever	O	O
3618	uit	O	O
3619	aan	O	O
3620	verduurzamingsmaatregelen	(796)	O
3621	,	O	O
3622	zodat	O	O
3623	die	(797	O
3624	organisaties	797)	O
3625	ook	O	O
3626	echt	O	O
3627	minder	(798	O
3628	energie	798)	O
3629	gaan	O	O
3630	verbruiken	O	O
3631	,	O	O
3632	dan	O	O
3633	aan	O	O
3634	het	(799	O
3635	weer	O	O
3636	uitstellen	O	O
3637	van	O	O
3638	de	(800	O
3639	ambities	800)|799)	O
3640	.	O	O
3641	Overigens	O	O
3642	zijn	O	O
3643	een	(801	O
3644	aantal	O	O
3645	van	O	O
3646	die	(802	O
3647	ambities	802)|801)	O
3648	gewoon	O	O
3649	wettelijk	O	O
3650	verplicht	O	O
3651	.	O	O
3652	De	(765	O
3653	heer	O	O
3654	Dekkers	O	S-PER
3655	(	O	O
3656	GroenLinks	765)|(368)	O
3657	)	O	O
3658	snapt	O	O
3659	heel	O	O
3660	goed	O	O
3661	dat	O	O
3662	men	(803)	O
3663	niet	O	O
3664	stil	O	O
3665	moet	O	O
3666	blijven	O	O
3667	zitten	O	O
3668	zolang	O	O
3669	niet	O	O
3670	alles	(804)	O
3671	is	O	O
3672	uitgewerkt	O	O
3673	.	O	O
3674	Maar	O	O
3675	is	O	O
3676	het	(805)	O
3677	niet	O	O
3678	slim	O	O
3679	om	O	O
3680	het	(233	O
3681	college	233)	O
3682	te	O	O
3683	vragen	O	O
3684	om	O	O
3685	in	O	O
3686	het	(806	O
3687	plan	O	O
3688	van	O	O
3689	aanpak	(807)	O
3690	,	O	O
3691	dat	O	O
3692	de	(90	O
3693	raad	90)	O
3694	over	O	O
3695	zes	(808	O
3696	weken	808)	O
3697	zal	O	O
3698	ontvangen	806)	O
3699	,	O	O
3700	te	O	O
3701	verwerken	O	O
3702	wat	(809)	O
3703	in	O	O
3704	deze	(810	O
3705	periode	810)	O
3706	al	O	O
3707	kan	O	O
3708	gebeuren	O	O
3709	?	O	O
3710	De	(811	O
3711	heer	O	O
3712	Te	O	B-PER
3713	Hoonte	O	E-PER
3714	(	O	O
3715	VVD	811)|(396)	O
3716	)	O	O
3717	vindt	O	O
3718	dat	O	O
3719	de	(392	O
3720	wethouder	392)	O
3721	moet	O	O
3722	duiden	O	O
3723	of	O	O
3724	hij	(392)	O
3725	dat	(812)	O
3726	in	O	O
3727	de	(813	O
3728	komende	O	O
3729	zes	O	O
3730	weken	813)	O
3731	nog	O	O
3732	in	O	O
3733	het	(814	O
3734	plan	O	O
3735	van	O	O
3736	aanpak	814)|(815)	O
3737	kan	O	O
3738	verwerken	O	O
3739	.	O	O
3740	De	(90	O
3741	raad	90)	O
3742	zou	O	O
3743	de	(392	O
3744	wethouder	392)	O
3745	een	(816	O
3746	duidelijke	O	O
3747	motie	O	O
3748	kunnen	O	O
3749	meegeven	O	O
3750	,	O	O
3751	waarin	O	O
3752	wordt	O	O
