	token	gold	model
2205	de	['']	[]
2206	lange	['']	[]
2207	dagen	['']	[]
2208	voor	['']	[]
2209	de	['']	['B_PER_19']
2210	vrijwilligers	['']	['I_PER_19']
2211	op	['']	[]
2212	het	['']	[]
2213	stembureau	['']	[]
2214	voorkomen	['']	[]
2215	moeten	['']	[]
2216	worden	['']	[]
2217	.	['B_PER_9']	[]
2218	Zij	['']	['B_PER_34']
2219	kan	['']	[]
2220	zich	['B_PER_9']	['B_PER_34']
2221	aansluiten	['']	[]
2222	bij	['']	[]
2223	de	['']	[]
2224	eerdere	['']	[]
2225	vragen	['']	[]
2226	die	['']	[]
2227	gesteld	['']	[]
2228	zijn	['']	[]
2229	over	['']	[]
2230	de	['']	[]
2231	inzet	['']	[]
2232	van	['']	[]
2233	vrijwilligers	['']	['B_PER_19']
2234	,	['']	[]
2235	voornamelijk	['']	[]
2236	bij	['']	[]
2237	die	['']	[]
2238	vragen	['']	[]
2239	die	['']	[]
2240	de	['']	[]
2241	indeling	['']	[]
2242	betroffen	['']	[]
2243	van	['']	[]
2244	de	['']	[]
2245	dagen	['']	[]
2246	in	['']	[]
2247	shifts	['']	[]
2248	.	['']	[]
2249	Te	['']	[]
2250	zien	['']	[]
2251	is	['']	[]
2252	dat	['']	[]
2253	bij	['']	[]
2254	de	['']	[]
2255	vorige	['']	[]
2256	verkiezingen	['']	[]
2257	2800	['']	[]
2258	vrijwilligers	['']	[]
2259	zijn	['']	[]
2260	geworven	['']	[]
2261	.	['']	[]
2262	Zij	['B_PER_9']	['B_PER_34']
2263	concludeert	['']	[]
2264	daaruit	['']	[]
2265	dat	['']	[]
2266	dit	['']	[]
2267	mogelijk	['']	[]
2268	zou	['']	[]
2269	moeten	['']	[]
2270	zijn	['']	[]
2271	bij	['']	[]
2272	verkiezingen	['']	[]
2273	in	['']	[]
2274	normale	['']	[]
2275	omstandigheden	['']	[]
2276	.	['']	[]
2277	160	['']	[]
2278	Zij	['B_PER_9']	['B_PER_34']
2279	vraagt	['']	[]
2280	hoe	['']	[]
2281	het	['']	[]
2282	college	['']	[]
2283	de	['']	[]
2284	grote	['']	[]
2285	verschillen	['']	[]
2286	duidt	['']	[]
2287	die	['']	[]
2288	optraden	['']	[]
2289	tussen	['']	[]
2290	de	['']	[]
2291	eerste	['']	[]
2292	telling	['']	[]
2293	op	['']	[]
2294	de	['']	[]
2295	stembureaus	['']	[]
2296	met	['']	[]
2297	toegewijde	['']	[]
2298	stembureauleden	['']	[]
2299	,	['']	[]
2300	aangevuld	['']	[]
2301	met	['']	[]
2302	frisse	['']	[]
2303	tellers	['']	[]
2304	en	['']	[]
2305	de	['']	[]
2306	uitslag	['']	[]
2307	van	['']	[]
2308	de	['']	[]
2309	tweede	['']	[]
2310	telling	['']	[]
2311	op	['']	[]
2312	de	['']	[]
2313	CSO	['']	[]
2314	die	['']	[]
2315	blijkbaar	['']	[]
2316	voor	['']	[]
2317	veel	['']	[]
2318	bureaus	['']	[]
2319	niet	['']	[]
2320	goed	['']	[]
2321	verliep	['']	[]
2322	gezien	['']	[]
2323	de	['']	[]
2324	grote	['']	[]
2325	aantallen	['']	[]
2326	correcties	['']	[]
2327	op	['']	[]
2328	de	['']	[]
2329	procesverbalen	['']	[]
2330	.	['']	[]
2331	Zij	['B_PER_9']	['B_PER_34']
2332	refereert	['']	[]
2333	aan	['']	[]
2334	de	['']	[]
2335	inbreng	['']	[]
2336	van	['']	[]
2337	de	['']	[]
2338	PvdA	['']	[]
2339	over	['']	[]
2340	de	['']	[]
2341	nu	['']	[]
2342	lager	['']	[]
2343	begrote	['']	[]
2344	kosten	['']	[]
2345	.	['']	[]
2346	Zij	['B_PER_9']	['B_PER_34']
2347	vraagt	['']	[]
2348	of	['']	[]
2349	het	['']	[]
2350	geraamde	['']	[]
2351	bedrag	['']	[]
2352	nu	['']	[]
2353	beter	['']	[]
2354	onderbouwd	['']	[]
2355	is	['']	[]
2356	.	['']	[]
2357	Vanuit	['']	[]
2358	een	['']	['B_PER_20']
2359	burger	['']	['I_PER_20']
2360	ontving	['']	[]
2361	haar	['B_PER_9']	['B_PER_34']
2362	fractie	['']	[]
2363	nog	['']	[]
2364	een	['']	[]
2365	lijst	['']	[]
2366	met	['']	[]
2367	bezwaren	['']	[]
2368	nadat	['']	[]
2369	diegene	['']	[]
2370	aan-	['']	[]
2371	wezig	['']	[]
2372	was	['']	[]
2373	bij	['']	[]
2374	de	['']	[]
2375	vorige	['']	[]
2376	CSO	['']	[]
2377	en	['']	[]
2378	die	['']	[]
2379	zijn	['']	[]
2380	ook	['']	[]
2381	als	['']	[]
2382	bezwaar	['']	[]
2383	ingediend	['']	[]
2384	bij	['']	[]
2385	de	['']	[]
2386	vaststelling	['']	[]
2387	van	['']	[]
2388	de	['']	[]
2389	uitslag	['']	[]
2390	.	['']	[]
2391	Zij	['B_PER_9']	['B_PER_34']
2392	merkt	['']	[]
2393	op	['']	[]
2394	dat	['']	[]
2395	het	['']	[]
2396	gaat	['']	[]
2397	om	['']	[]
2398	een	['']	[]
2399	vrij	['']	[]
2400	lange	['']	[]
2401	lijst	['']	[]
2402	.	['']	[]
2403	In	['']	[]
2404	de	['']	[]
2405	evaluatie	['']	[]
2406	van	['']	[]
2407	de	['']	[]
2408	CSO	['']	[]
2409	leest	['']	[]
2410	zij	['B_PER_9']	['B_PER_34']
2411	niets	['']	[]
2412	terug	['']	[]
2413	over	['']	[]
2414	hoe	['']	[]
2415	met	['']	[]
2416	die	['']	[]
2417	bezwaren	['']	[]
2418	is	['']	[]
2419	omgegaan	['']	[]
2420	.	['']	[]
2421	Ze	['B_PER_9']	['B_PER_35']
2422	krijgt	['']	[]
2423	graag	['']	[]
2424	170	['']	[]
2425	een	['']	[]
2426	toelichting	['']	[]
2427	van	['']	[]
2428	de	['B_PER_6']	['B_PER_20']
2429	burgemeester	['I_PER_6']	['I_PER_20']
2430	hoe	['']	[]
2431	met	['']	[]
2432	deze	['']	[]
2433	punten	['']	[]
2434	verder	['']	[]
2435	te	['']	[]
2436	werken	['']	[]
2437	.	['']	[]
2438	Mevrouw	['B_PER_12']	[]
2439	Meerding	['I_PER_12']	[]
2440	(	['']	[]
2441	VVD	['']	[]
2442	)	['']	[]
2443	kan	['']	[]
2444	het	['']	[]
2445	voorstel	['']	[]
2446	voor	['']	[]
2447	deelname	['']	[]
2448	aan	['']	[]
2449	de	['']	[]
2450	centrale	['']	[]
2451	stemopneming	['']	[]
2452	steunen	['']	[]
2453	op	['']	[]
2454	voorwaarde	['']	[]
2455	dat	['']	[]
2456	er	['']	[]
2457	aandacht	['']	[]
2458	is	['']	[]
2459	voor	['']	[]
2460	het	['']	[]
2461	navolgende	['']	[]
2462	:	['']	[]
2463		['']	[]
2464	De	['']	[]
2465	transparantie	['']	[]
2466	over	['']	[]
2467	het	['']	[]
2468	stemproces	['']	[]
2469	naar	['']	[]
2470	de	['']	[]
2471	stad	['']	[]
2472	.	['']	[]
2473	Zij	['B_PER_12']	['B_PER_36']
2474	vraagt	['']	[]
2475	het	['']	[]
2476	college	['']	[]
2477	de	['']	[]
2478	inwoners	['']	[]
2479	breed	['']	[]
2480	te	['']	[]
2481	informeren	['']	[]
2482	over	['']	[]
2483	hoe	['']	[]
2484	de	['']	[]
2485	CSO	['']	[]
2486	werkt	['']	[]
2487	.	['']	[]
2488		['']	[]
2489	Verzoekt	['']	[]
2490	het	['']	[]
2491	transport	['']	[]
2492	van	['']	[]
2493	de	['']	[]
2494	stembiljetten	['']	[]
2495	veilig	['']	[]
2496	te	['']	[]
2497	laten	['']	[]
2498	verlopen	['']	[]
2499	naar	['']	[]
2500	het	['']	[]
2501	centrale	['']	[]
2502	punt	['']	[]
2503	.	['']	[]
2504		['']	[]
2505	Onbeperkt	['']	[]
2506	toegang	['']	[]
2507	voor	['']	[]
2508	waarnemers	['']	[]
2509	of	['']	[]
2510	geïnteresseerden	['']	[]
2511	tot	['']	[]
2512	het	['']	[]
2513	telproces	['']	[]
2514	.	['']	[]
2515		['']	[]
2516	Een	['']	[]
2517	tijdige	['']	[]
2518	start	['']	[]
2519	van	['']	[]
2520	het	['']	[]
2521	werven	['']	[]
2522	van	['']	[]
2523	vrijwilligers	['']	['B_PER_19']
2524	zij	['B_PER_12']	['I_PER_37']
2525	pleit	['']	[]
2526	ervoor	['']	[]
2527	nu	['']	[]
2528	daarmee	['']	[]
2529	al	['']	[]
2530	te	['']	[]
2531	180	['']	[]
2532	gaan	['']	[]
2533	starten	['']	[]
2534	.	['']	[]
2535	De	['B_PER_15']	[]
2536	heer	['I_PER_15']	[]
2537	Bosch	['I_PER_15']	[]
2538	(	['']	[]
2539	PVV	['']	[]
2540	)	['']	[]
2541	vraagt	['']	[]
2542	of	['']	[]
2543	de	['']	[]
2544	VVD	['']	[]
2545	van	['']	[]
2546	mening	['']	[]
2547	is	['']	[]
2548	dat	['']	[]
2549	de	['']	['B_PER_19']
2550	vrijwilligers	['']	['I_PER_19']
2551	opgeleid	['']	[]
2552	moeten	['']	[]
2553	zijn	['']	[]
2554	voor	['']	[]
2555	wat	['']	[]
2556	ze	['']	['B_PER_19']
2557	gaan	['']	[]
2558	doen	['']	[]
2559	in	['']	[]
2560	het	['']	[]
2561	kader	['']	[]
2562	van	['']	[]
2563	de	['']	[]
2564	CSO	['']	[]
2565	.	['']	[]
2566	Mevrouw	['B_PER_12']	[]
2567	Meerding	['I_PER_12']	[]
2568	(	['']	[]
2569	VVD	['']	[]
2570	)	['']	[]
2571	heeft	['']	[]
2572	zojuist	['']	[]
2573	het	['']	[]
2574	betoog	['']	[]
2575	van	['']	[]
2576	de	['B_PER_15']	[]
2577	heer	['I_PER_15']	[]
2578	Bosch	['I_PER_15']	[]
2579	gehoord	['']	[]
2580	.	['']	[]
2581	Zij	['B_PER_12']	['B_PER_38']
2582	is	['']	[]
2583	benieuwd	['']	[]
2584	naar	['']	[]
2585	de	['']	[]
2586	antwoorden	['']	[]
2587	van	['']	[]
2588	de	['B_PER_6']	['B_PER_20']
2589	burgemeester	['I_PER_6']	['I_PER_20']
2590	.	['']	[]
2591	Mevrouw	['B_PER_7']	[]
2592	Schers	['I_PER_7']	[]
2593	(	['']	[]
2594	GroenLinks	['']	[]
2595	,	['']	[]
2596	gastspreker	['B_PER_7']	[]
2597	)	['']	[]
2598	merkt	['']	[]
2599	op	['']	[]
2600	dat	['']	[]
2601	voor	['']	[]
2602	haar	['B_PER_7']	['B_PER_39']
2603	fractie	['']	[]
2604	het	['']	[]
2605	tellen	['']	[]
2606	en	['']	[]
2607	transparantie	['']	[]
2608	daarin	['']	[]
2609	voorop	['']	[]
2610	staan	['']	[]
2611	.	['']	[]
2612	Wat	['']	[]
2613	haar	['B_PER_7']	['B_PER_39']
2614	fractie	['']	[]
2615	betreft	['']	[]
2616	kan	['']	[]
2617	de	['']	[]
2618	CSO	['']	[]
2619	daaraan	['']	[]
2620	bijdragen	['']	[]
2621	door	['']	[]
2622	onder	['']	[]
2623	andere	['']	[]
2624	ervoor	['']	[]
2625	te	['']	[]
2626	zorgen	['']	[]
2627	dat	['']	[]
2628	er	['']	[]
2629	minder	['']	[]
2630	lange	['']	[]
2631	dagen	['']	[]
2632	gemaakt	['']	[]
2633	Griffie	['']	[]
2634	Gemeenteraad	['']	[]
2635	Utrecht	['']	[]
2636	Verslag	['']	[]
2637	van	['']	[]
2638	de	['']	[]
2639	openbare	['']	[]
2640	fysieke	['']	[]
2641	vergadering	['']	[]
2642	van	['']	[]
2643	de	['']	[]
2644	Commissie	['']	[]
2645	Mens	['']	[]
2646	&	['']	[]
2647	Samenleving	['']	[]
2648	op	['']	[]
2649	30	['']	[]
2650	september	['']	[]
2651	2021	['']	[]
2652	Pagina	['']	[]
2653	5	['']	[]
2654	van	['']	[]
2655	12	['']	[]
2656	worden	['']	[]
2657	door	['']	[]
2658	de	['']	[]
2659	leden	['']	[]
2660	van	['']	[]
2661	de	['']	[]
2662	stembureaus	['']	[]
2663	en	['']	[]
2664	te	['']	[]
2665	tellen	['']	[]
2666	met	['']	[]
2667	frisse	['']	[]
2668	mensen	['']	[]
2669	,	['']	[]
2670	zoals	['']	[]
2671	190	['']	[]
2672	beoogd	['']	[]
2673	in	['']	[]
2674	dit	['']	[]
2675	raadsvoorstel	['']	[]
2676	.	['']	[]
2677	Bij	['']	[]
2678	de	['']	[]
2679	Tweede	['']	[]
2680	Kamerverkiezingen	['']	[]
2681	vorig	['']	[]
2682	jaar	['']	[]
2683	is	['']	[]
2684	ervaring	['']	[]
2685	opgedaan	['']	[]
2686	met	['']	[]
2687	het	['']	[]
2688	experiment	['']	[]
2689	met	['']	[]
2690	de	['']	[]
2691	CSO	['']	[]
2692	.	['']	[]
2693	Daarmee	['']	[]
2694	zijn	['']	[]
2695	goede	['']	[]
2696	lessen	['']	[]
2697	geleerd	['']	[]
2698	die	['']	[]
2699	in	['']	[]
2700	de	['']	[]
2701	komende	['']	[]
2702	verkiezingen	['']	[]
2703	meegenomen	['']	[]
2704	lijken	['']	[]
2705	te	['']	[]
2706	worden	['']	[]
2707	.	['']	[]
2708	Ze	['B_PER_7']	['B_PER_40']
2709	denkt	['']	[]
2710	daarbij	['']	[]
2711	bijvoorbeeld	['']	[]
2712	aan	['']	[]
2713	het	['']	[]
2714	zichtbaar	['']	[]
2715	maken	['']	[]
2716	op	['']	[]
2717	welke	['']	[]
2718	tafel	['']	[]
2719	van	['']	[]
2720	welk	['']	[]
2721	stembureau	['']	[]
2722	de	['']	[]
2723	stemmen	['']	[]
2724	worden	['']	[]
2725	geteld	['']	[]
2726	.	['']	[]
2727	Zij	['B_PER_7']	['B_PER_41']
2728	geeft	['']	[]
2729	burgemeester	['B_PER_6']	['I_PER_20']
2730	mee	['']	[]
2731	dat	['']	[]
2732	in	['']	[]
2733	de	['']	[]
2734	beeldvorming	['']	[]
2735	voorkomen	['']	[]
2736	moet	['']	[]
2737	worden	['']	[]
2738	dat	['']	[]
2739	op	['']	[]
2740	de	['']	[]
2741	verkiezingsdag	['']	[]
2742	minder	['']	[]
2743	transparant	['']	[]
2744	geteld	['']	[]
2745	wordt	['']	[]
2746	dan	['']	[]
2747	bij	['']	[]
2748	de	['']	[]
2749	CSO-telling	['']	[]
2750	van	['']	[]
2751	de	['']	[]
2752	stemmen	['']	[]
2753	.	['']	[]
2754	De	['']	[]
2755	eerste	['']	[]
2756	is	['']	[]
2757	dan	['']	[]
2758	wel	['']	[]
2759	niet	['']	[]
2760	de	['']	[]
2761	officiële	['']	[]
2762	uitslag	['']	[]
2763	.	['']	[]
2764	Verschillen	['']	[]
2765	in	['']	[]
2766	tellingen	['']	[]
2767	zijn	['']	[]
2768	voor	['']	[]
2769	het	['']	[]
2770	vertrouwen	['']	[]
2771	in	['']	[]
2772	de	['']	[]
2773	uitslag	['']	[]
2774	uiterst	['']	[]
2775	onwenselijk	['']	[]
2776	.	['']	[]
2777	Dat	['']	[]
2778	geldt	['']	[]
2779	dan	['']	[]
2780	ook	['']	[]
2781	voor	['']	[]
2782	de	['']	[]
2783	beeldvorming	['']	[]
2784	over	['']	[]
2785	de	['']	[]
2786	transparantie	['']	[]
2787	in	['']	[]
2788	de	['']	[]
2789	tellingen	['']	[]
2790	.	['']	[]
2791	.	['']	[]
2792	200	['']	[]
2793	Met	['']	[]
2794	betrekking	['']	[]
2795	tot	['']	[]
2796	de	['']	[]
2797	toegankelijkheid	['']	[]
2798	merkt	['']	[]
2799	mevrouw	['B_PER_7']	[]
2800	Schers	['I_PER_7']	[]
2801	op	['']	[]
2802	dat	['']	[]
2803	GroenLinks	['']	[]
2804	het	['']	[]
2805	eens	['']	[]
2806	is	['']	[]
2807	met	['']	[]
2808	de	['B_PER_6']	['B_PER_20']
2809	burgemeester	['I_PER_6']	['I_PER_20']
2810	dat	['']	[]
2811	de	['']	[]
2812	dichtheid	['']	[]
2813	van	['']	[]
2814	de	['']	[]
2815	stembureaus	['']	[]
2816	door	['']	[]
2817	de	['']	[]
2818	hele	['']	[]
2819	stad	['']	[]
2820	voldoende	['']	[]
2821	zou	['']	[]
2822	moeten	['']	[]
2823	zijn	['']	[]
2824	.	['']	[]
2825	De	['']	[]
2826	afwezigheid	['']	[]
2827	van	['']	[]
2828	stembureaus	['']	[]
2829	die	['']	[]
2830	voldoet	['']	[]
2831	aan	['']	[]
2832	alle	['']	[]
2833	toegankelijkheidseisen	['']	[]
2834	blijft	['']	[]
2835	haars	['B_PER_7']	[]
2836	inziens	['']	[]
2837	een	['']	[]
2838	probleem	['']	[]
2839	stemmen	['']	[]
2840	is	['']	[]
2841	een	['']	[]
2842	basisrecht	['']	[]
2843	waar	['']	[]
2844	niemand	['']	[]
2845	belemmeringen	['']	[]
2846	zou	['']	[]
2847	moeten	['']	[]
2848	ervaren	['']	[]
2849	.	['']	[]
2850	Daarom	['']	[]
2851	sluit	['']	[]
2852	ze	['B_PER_7']	['B_PER_42']
2853	zich	['B_PER_7']	[]
2854	graag	['']	[]
2855	aan	['']	[]
2856	bij	['']	[]
2857	de	['']	[]
2858	vragen	['']	[]
2859	van	['']	[]
2860	mevrouw	['B_PER_11']	[]
2861	Assen	['I_PER_11']	[]
2862	over	['']	[]
2863	dit	['']	[]
2864	onderwerp	['']	[]
2865	.	['']	[]
2866	Mevrouw	['B_PER_8']	[]
2867	Van	['I_PER_8']	[]
2868	Dun	['I_PER_8']	['B_PER_43']
2869	(	['']	['I_PER_43']
2870	D66	['']	[]
2871	)	['']	[]
2872	licht	['']	[]
2873	toe	['']	[]
2874	dat	['']	[]
2875	voor	['']	[]
2876	haar	['B_PER_8']	['B_PER_44']
2877	fractie	['']	[]
2878	het	['']	[]
2879	niet	['']	[]
2880	duidelijk	['']	[]
2881	is	['']	[]
2882	dat	['']	[]
2883	er	['']	[]
2884	meerwaarde	['']	[]
2885	zit	['']	[]
2886	in	['']	[]
2887	het	['']	[]
2888	voorliggende	['']	[]
2889	voorstel	['']	[]
2890	tegenover	['']	[]
2891	het	['']	[]
2892	gewone	['']	[]
2893	reguliere	['']	[]
2894	stem-	['']	[]
2895	men	['']	[]
2896	,	['']	[]
2897	zeker	['']	[]
2898	wanneer	['']	[]
2899	er	['']	[]
2900	geen	['']	[]
2901	coronamaatregelen	['']	[]
2902	zijn	['']	[]
2903	,	['']	[]
2904	is	['']	[]
2905	de	['']	[]
2906	noodzaak	['']	[]
2907	wat	['']	[]
2908	haar	['']	['B_PER_45']
2909	frac-	['']	[]
2910	210	['']	[]
2911	tie	['']	[]
2912	betreft	['']	[]
2913	er	['']	[]
2914	niet	['']	[]
2915	om	['']	[]
2916	dit	['']	[]
2917	te	['']	[]
2918	doen	['']	[]
2919	.	['']	[]
2920	Zij	['B_PER_8']	['B_PER_46']
2921	krijgt	['']	[]
2922	graag	['']	[]
2923	de	['']	[]
2924	reflectie	['']	[]
2925	van	['']	[]
2926	de	['B_PER_6']	['B_PER_20']
2927	burgemeester	['I_PER_6']	['I_PER_20']
2928	hierop	['']	[]
2929	.	['']	[]
2930	Destijds	['']	[]
2931	is	['']	[]
2932	ingestemd	['']	[]
2933	met	['']	[]
2934	de	['']	[]
2935	CSO	['']	[]
2936	vooral	['']	[]
2937	vanwege	['']	[]
2938	de	['']	[]
2939	coronamaatregelen	['']	[]
2940	.	['']	[]
2941	Het	['']	[]
2942	tellen	['']	[]
2943	in	['']	[]
2944	de	['']	[]
2945	Jaarbeurs	['']	[]
2946	zou	['']	[]
2947	de	['']	[]
2948	tellers	['']	[]
2949	meer	['']	[]
2950	ruimte	['']	[]
2951	bieden	['']	[]
2952	.	['']	[]
2953	Dat	['']	[]
2954	was	['']	[]
2955	op	['']	[]
2956	dat	['']	[]
2957	moment	['']	[]
2958	ook	['']	[]
2959	erg	['']	[]
2960	belangrijk	['']	[]
2961	.	['']	[]
2962	De	['']	[]
2963	raad	['']	[]
2964	vond	['']	[]
2965	de	['']	[]
2966	kosten	['']	[]
2967	toen	['']	[]
2968	erg	['']	[]
2969	hoog	['']	[]
2970	.	['']	[]
2971	Dit	['']	[]
2972	experiment	['']	[]
2973	werd	['']	[]
2974	gedaan	['']	[]
2975	op	['']	[]
2976	verzoek	['']	[]
2977	van	['']	[]
2978	het	['']	[]
2979	Rijk	['']	[]
2980	.	['']	[]
2981	Toch	['']	[]
2982	heeft	['']	[]
2983	het	['']	[]
2984	Rijk	['']	[]
2985	voor	['']	[]
2986	maart	['']	[]
2987	2021	['']	[]
2988	slechts	['']	[]
2989	een	['']	[]
2990	fractie	['']	[]
2991	ver-	['']	[]
2992	goed	['']	[]
2993	.	['']	[]
2994	Destijds	['']	[]
2995	verzocht	['']	[]
2996	de	['']	[]
2997	raad	['']	[]
2998	de	['B_PER_6']	['B_PER_20']
2999	burgemeester	['I_PER_6']	['I_PER_20']
3000	dringend	['']	[]
3001	de	['']	[]
3002	rekening	['']	[]
3003	neer	['']	[]
3004	te	['']	[]
3005	leg-	['']	[]
3006	gen	['']	[]
3007	bij	['']	[]
3008	het	['']	[]
3009	ministerie	['']	[]
3010	van	['']	[]
3011	Binnenlandse	['']	[]
3012	Zaken	['']	[]
3013	.	['']	[]
3014	Zij	['B_PER_8']	['B_PER_47']
3015	vraagt	['']	[]
3016	of	['']	[]
3017	de	['B_PER_6']	['B_PER_20']
3018	burgemeester	['I_PER_6']	['I_PER_20']
3019	wil	['']	[]
3020	be-	['']	[]
3021	vestigen	['']	[]
3022	dat	['']	[]
3023	zij	['B_PER_6']	['B_PER_48']
3024	dat	['']	[]
3025	gaat	['']	[]
3026	doen	['']	[]
3027	en	['']	[]
3028	dat	['']	[]
3029	zij	['B_PER_6']	['B_PER_20']
3030	de	['']	[]
3031	raad	['']	[]
3032	daarover	['']	[]
3033	gaat	['']	[]
3034	informeren	['']	[]
3035	.	['']	[]
3036	Zij	['B_PER_8']	['B_PER_49']
3037	sluit	['']	[]
3038	zich	['']	[]
3039	graag	['']	[]
3040	aan	['']	[]
3041	bij	['']	[]
3042	de	['']	[]
3043	inbreng	['']	[]
3044	over	['']	[]
3045	de	['']	['B_PER_19']
3046	vrijwilligers	['']	['I_PER_19']
3047	.	['']	[]
3048	Zij	['B_PER_8']	['B_PER_49']
3049	ziet	['']	[]
3050	wel	['']	[]
3051	degelijk	['']	[]
3052	de	['']	[]
3053	220	['']	[]
3054	voordelen	['']	[]
3055	in	['']	[]
3056	van	['']	[]
3057	verschillende	['']	[]
3058	shifts	['']	[]
3059	en	['']	[]
3060	eventuele	['']	[]
3061	nachtploegen	['']	[]
3062	.	['']	[]
3063	Zij	['B_PER_8']	['B_PER_49']
3064	wacht	['']	[]
3065	de	['']	[]
3066	reactie	['']	[]
3067	van	['']	[]
3068	de	['B_PER_6']	['B_PER_20']
3069	burgemeester	['I_PER_6']	['I_PER_20']
3070	af	['']	[]
3071	.	['']	[]
3072	D66	['']	[]
3073	wil	['']	[]
3074	geen	['']	[]
3075	experiment	['']	[]
3076	met	['']	[]
3077	een	['']	[]
3078	nieuwe	['']	[]
3079	variant	['']	[]
3080	stembiljetten	['']	[]
3081	.	['']	[]
3082	Dat	['']	[]
3083	maakt	['']	[]
3084	de	['']	[]
3085	kandi-	['']	[]
3086	daten	['']	[]
3087	in	['']	[]
3088	haar	['B_PER_8']	['B_PER_50']
3089	beleving	['']	[]
3090	onzichtbaar	['']	[]
3091	.	['']	[]
3092	Zij	['B_PER_8']	['B_PER_51']
3093	vraagt	['']	[]
3094	of	['']	[]
3095	de	['B_PER_6']	['B_PER_20']
3096	burgemeester	['I_PER_6']	['I_PER_20']
3097	kan	['']	[]
3098	bevestigen	['']	[]
3099	dat	['']	[]
3100	Utrecht	['']	[]
3101	dat	['']	[]
3102	niet	['']	[]
3103	gaat	['']	[]
3104	doen	['']	[]
3105	.	['']	[]
3106	Binnenlandse	['']	[]
3107	Zaken	['']	[]
3108	gaat	['']	[]
3109	aan	['']	[]
3110	de	['']	[]
3111	slag	['']	[]
3112	met	['']	[]
3113	early	['']	[]
3114	voting	['']	[]
3115	en	['']	[]
3116	brief	['']	[]
3117	stemmen	['']	[]
3118	.	['']	[]
3119	Bijna	['']	[]
3120	11.000	['']	[]
3121	mensen	['']	[]
3122	stemden	['']	[]
3123	in	['']	[]
3124	Utrecht	['']	[]
3125	per	['']	[]
3126	brief	['']	[]
3127	.	['']	[]
3128	Zij	['']	['B_PER_52']
3129	waren	['']	[]
3130	daarover	['']	[]
3131	heel	['']	[]
3132	positief	['']	[]
3133	.	['']	[]
3134	Zij	['B_PER_8']	['B_PER_53']
3135	vraagt	['']	[]
3136	of	['']	[]
3137	de	['']	['B_PER_20']
3138	burgemeester	['']	['I_PER_20']
3139	bereid	['']	[]
3140	is	['']	[]
3141	zich	['']	[]
3142	hiervoor	['']	[]
3143	in	['']	[]
3144	te	['']	[]
3145	zetten	['']	[]
3146	bij	['']	[]
3147	het	['']	[]
3148	Rijk	['']	[]
3149	.	['']	[]
3150	De	['B_PER_15']	[]
3151	heer	['I_PER_15']	[]
3152	Bosch	['I_PER_15']	[]
3153	(	['']	[]
3154	PVV	['']	[]
3155	)	['']	[]
3156	merkt	['']	[]
3157	op	['']	[]
3158	dat	['']	[]
3159	het	['']	[]
3160	brief	['']	[]
3161	stemmen	['']	[]
3162	ook	['']	[]
3163	een	['']	[]
3164	coronamaatregel	['']	[]
3165	was	['']	[]
3166	en	['']	[]
3167	die	['']	[]
3168	maatregel	['']	[]
3169	ziet	['']	[]
3170	mevrouw	['B_PER_8']	[]
3171	Van	['I_PER_8']	[]
3172	Dun	['I_PER_8']	['B_PER_43']
3173	wél	['']	['I_PER_43']
3174	zitten	['']	[]
3175	.	['']	[]
3176	Hij	['B_PER_15']	['B_PER_54']
3177	vraagt	['']	[]
3178	hoe	['']	[]
3179	hij	['']	['B_PER_54']
3180	dit	['']	[]
3181	moet	['']	[]
3182	230	['']	[]
3183	duiden	['']	[]
3184	.	['']	[]
3185	Mevrouw	['B_PER_8']	[]
3186	Van	['I_PER_8']	[]
3187	Dun	['I_PER_8']	['B_PER_55']
3188	(	['']	['I_PER_55']
3189	D66	['']	[]
3190	)	['']	[]
3191	licht	['']	[]
3192	toe	['']	[]
3193	dat	['']	[]
3194	de	['']	[]
3195	CSO	['']	[]
3196	is	['']	[]
3197	wat	['']	[]
3198	er	['']	[]
3199	uiteindelijk	['']	[]
3200	gedaan	['']	[]
3201	wordt	['']	[]
3202	met	['']	[]
3203	de	['']	[]
3204	uitgebrachte	['']	[]
3205	stemmen	['']	[]
3206	,	['']	[]
3207	waar	['']	[]
3208	die	['']	[]
3209	geteld	['']	[]
3210	worden	['']	[]
3211	.	['']	[]
3212	Zij	['B_PER_8']	['B_PER_56']
3213	vindt	['']	[]
3214	het	['']	[]
3215	uitbrengen	['']	[]
3216	van	['']	[]
3217	een	['']	[]
3218	stem	['']	[]
3219	per	['']	[]
3220	brief	['']	[]
3221	van	['']	[]
3222	een	['']	[]
3223	andere	['']	[]
3224	orde	['']	[]
3225	.	['']	[]
3226	Daarover	['']	[]
3227	wil	['']	[]
3228	zij	['B_PER_8']	['B_PER_56']
3229	meer	['']	[]
3230	duidelijkheid	['']	[]
3231	.	['']	[]
3232	De	['B_PER_15']	[]
3233	heer	['I_PER_15']	[]
3234	Bosch	['I_PER_15']	[]
3235	(	['']	[]
3236	PVV	['']	[]
3237	)	['']	[]
3238	vraagt	['']	[]
3239	of	['']	[]
3240	mevrouw	['B_PER_8']	[]
3241	Van	['I_PER_8']	[]
3242	Dun	['I_PER_8']	['B_PER_43']
3243	het	['']	['I_PER_43']
3244	met	['']	[]
3245	hem	['B_PER_15']	['B_PER_57']
3246	eens	['']	[]
3247	is	['']	[]
3248	dat	['']	[]
3249	het	['']	[]
3250	stemmen	['']	[]
