	token	gold	model
2086	uitspraak	['']	[]
2087	over	['']	[]
2088	doen	['']	[]
2089	.	['']	[]
2090	De	['B_PER_18']	[]
2091	heer	['I_PER_18']	['B_PER_102']
2092	Te	['I_PER_18']	['I_PER_102']
2093	Hoonte	['I_PER_18']	['I_PER_102']
2094	(	['']	[]
2095	VVD	['']	[]
2096	)	['']	[]
2097	heeft	['']	[]
2098	een	['']	[]
2099	opmerking	['']	[]
2100	over	['']	[]
2101	de	['']	[]
2102	voorgestelde	['']	[]
2103	geheimhouding	['']	[]
2104	van	['']	[]
2105	een	['']	[]
2106	bijlage	['']	[]
2107	bij	['']	[]
2108	het	['']	[]
2109	voorstel	['']	[]
2110	inzake	['']	[]
2111	deelgebied	['']	[]
2112	6	['']	[]
2113	Merwedekanaalzone	['']	[]
2114	.	['']	[]
2115	De	['']	[]
2116	raad	['']	[]
2117	heeft	['']	[]
2118	nu	['']	[]
2119	een	['']	[]
2120	openbare	['']	[]
2121	duiding	['']	[]
2122	van	['']	[]
2123	een	['']	[]
2124	geheim	['']	[]
2125	stuk	['']	[]
2126	gekregen	['']	[]
2127	,	['']	[]
2128	maar	['']	[]
2129	daar	['']	[]
2130	moest	['']	[]
2131	de	['']	[]
2132	raad	['']	[]
2133	weer	['']	[]
2134	om	['']	[]
2135	vragen	['']	[]
2136	.	['']	[]
2137	Hij	['B_PER_18']	[]
2138	wil	['']	[]
2139	nog	['']	[]
2140	eens	['']	[]
2141	meegeven	['']	[]
2142	:	['']	[]
2143	alleen	['']	[]
2144	geheim	['']	[]
2145	wat	['']	[]
2146	strikt	['']	[]
2147	geheim	['']	[]
2148	is	['']	[]
2149	,	['']	[]
2150	en	['']	[]
2151	geen	['']	[]
2152	informatie	['']	[]
2153	in	['']	[]
2154	geheime	['']	[]
2155	stukken	['']	[]
2156	die	['']	[]
2157	ook	['']	[]
2158	al	['']	[]
2159	openbaar	['']	[]
2160	bekend	['']	[]
2161	is	['']	[]
2162	,	['']	[]
2163	zodat	['']	[]
2164	raadsleden	['']	[]
2165	niet	['']	[]
2166	ineens	['']	[]
2167	te	['']	[]
2168	horen	['']	[]
2169	krijgen	['']	[]
2170	dat	['']	[]
2171	zij	['']	[]
2172	aan	['']	[]
2173	geheimhouding	['']	[]
2174	gebonden	['']	[]
2175	zijn	['']	[]
2176	.	['']	[]
2177	Hij	['B_PER_18']	[]
2178	verzoekt	['']	[]
2179	het	['']	[]
2180	college	['']	[]
2181	om	['']	[]
2182	dit	['']	[]
2183	nog	['']	[]
2184	eens	['']	[]
2185	nadrukkelijk	['']	[]
2186	aan	['']	[]
2187	de	['']	[]
2188	staf	['']	[]
2189	mee	['']	[]
2190	te	['']	[]
2191	geven	['']	[]
2192	.	['']	[]
2193	De	['B_PER_1']	[]
2194	voorzitter	['I_PER_1']	[]
2195	stelt	['']	[]
2196	dat	['']	[]
2197	deze	['']	[]
2198	boodschap	['']	[]
2199	luid	['']	[]
2200	en	['']	[]
2201	duidelijk	['']	[]
2202	is	['']	[]
2203	overgekomen	['']	[]
2204	.	['']	[]
2205	Zij	['B_PER_1']	[]
2206	stelt	['']	[]
2207	voor	['']	[]
2208	om	['']	[]
2209	digitaal	['']	[]
2210	te	['']	[]
2211	stemmen	['']	[]
2212	over	['']	[]
2213	haar	['B_PER_1']	[]
2214	voorstel	['']	[]
2215	om	['']	[]
2216	de	['']	[]
2217	door	['']	[]
2218	het	['']	[]
2219	college	['']	[]
2220	opgelegde	['']	[]
2221	geheimhouding	['']	[]
2222	van	['']	[]
2223	de	['']	[]
2224	documenten	['']	[]
2225	zoals	['']	[]
2226	vermeld	['']	[]
2227	in	['']	[]
2228	de	['']	[]
2229	bij	['']	[]
2230	de	['']	[]
2231	agenda	['']	[]
2232	gevoegde	['']	[]
2233	bijlage	['']	[]
2234	,	['']	[]
2235	inclusief	['']	[]
2236	de	['']	[]
2237	aanpassing	['']	[]
2238	,	['']	[]
2239	te	['']	[]
2240	bekrachtigen	['']	[]
2241	.	['']	[]
2242	Hierna	['']	[]
2243	wordt	['']	[]
2244	digitaal	['']	[]
2245	gestemd	['']	[]
2246	over	['']	[]
2247	het	['']	[]
2248	voorstel	['']	[]
2249	van	['']	[]
2250	de	['B_PER_1']	[]
2251	voorzitter	['I_PER_1']	[]
2252	,	['']	[]
2253	waarna	['']	[]
2254	de	['B_PER_1']	[]
2255	voorzitter	['I_PER_1']	[]
2256	constateert	['']	[]
2257	dat	['']	[]
2258	het	['']	[]
2259	is	['']	[]
2260	aangenomen	['']	[]
2261	met	['']	[]
2262	34	['']	[]
2263	tegen	['']	[]
2264	8	['']	[]
2265	stemmen	['']	[]
2266	.	['']	[]
2267	5.	['']	[]
2268	Notulen	['']	[]
2269	raadsvergadering	['']	[]
2270	16	['']	[]
2271	juni	['']	[]
2272	en	['']	[]
2273	7	['']	[]
2274	juli	['']	[]
2275	2022	['']	[]
2276	.	['']	[]
2277	Deze	['']	[]
2278	notulen	['']	[]
2279	worden	['']	[]
2280	zonder	['']	[]
2281	stemming	['']	[]
2282	ongewijzigd	['']	[]
2283	vastgesteld	['']	[]
2284	.	['']	[]
2285	De	['B_PER_12']	[]
2286	heer	['I_PER_12']	['B_PER_103']
2287	Dijkstra	['I_PER_12']	['I_PER_103']
2288	(	['']	[]
2289	EenUtrecht	['']	[]
2290	)	['']	[]
2291	merkt	['']	[]
2292	op	['']	[]
2293	dat	['']	[]
2294	hij	['B_PER_12']	[]
2295	in	['']	[]
2296	de	['']	[]
2297	raadsvergadering	['']	[]
2298	van	['']	[]
2299	16	['']	[]
2300	juni	['']	[]
2301	per	['']	[]
2302	abuis	['']	[]
2303	tegen	['']	[]
2304	amendement	['']	[]
2305	60	['']	[]
2306	(	['']	[]
2307	Parkeren	['']	[]
2308	voor	['']	[]
2309	essentiële	['']	[]
2310	beroepen	['']	[]
2311	)	['']	[]
2312	heeft	['']	[]
2313	gestemd	['']	[]
2314	.	['']	[]
2315	Dat	['']	[]
2316	had	['']	[]
2317	een	['']	[]
2318	voorstem	['']	[]
2319	moeten	['']	[]
2320	zijn	['']	[]
2321	.	['']	[]
2322	Graag	['']	[]
2323	ziet	['']	[]
2324	hij	['B_PER_12']	[]
2325	dat	['']	[]
2326	dit	['']	[]
2327	wordt	['']	[]
2328	aangepast	['']	[]
2329	.	['']	[]
2330	De	['B_PER_1']	[]
2331	voorzitter	['I_PER_1']	[]
2332	merkt	['']	[]
2333	op	['']	[]
2334	dat	['']	[]
2335	het	['']	[]
2336	herroepen	['']	[]
2337	van	['']	[]
2338	de	['']	[]
2339	stemuitslag	['']	[]
2340	niet	['']	[]
2341	mogelijk	['']	[]
2342	is	['']	[]
2343	,	['']	[]
2344	maar	['']	[]
2345	dat	['']	[]
2346	in	['']	[]
2347	de	['']	[]
2348	notulen	['']	[]
2349	zal	['']	[]
2350	worden	['']	[]
2351	opgenomen	['']	[]
2352	dat	['']	[]
2353	de	['B_PER_12']	[]
2354	heer	['I_PER_12']	['B_PER_104']
2355	Dijkstra	['I_PER_12']	['I_PER_104']
2356	geacht	['']	[]
2357	wenst	['']	[]
2358	te	['']	[]
2359	worden	['']	[]
2360	voor	['']	[]
2361	amendement	['']	[]
2362	60	['']	[]
2363	te	['']	[]
2364	hebben	['']	[]
2365	gestemd	['']	[]
2366	.	['']	[]
2367	6.	['']	[]
2368	Notulen	['']	[]
2369	vragenuur	['']	[]
2370	16	['']	[]
2371	en	['']	[]
2372	30	['']	[]
2373	juni	['']	[]
2374	,	['']	[]
2375	25	['']	[]
2376	augustus	['']	[]
2377	en	['']	[]
2378	1	['']	[]
2379	september	['']	[]
2380	2022	['']	[]
2381	.	['']	[]
2382	Deze	['']	[]
2383	notulen	['']	[]
2384	worden	['']	[]
2385	zonder	['']	[]
2386	stemming	['']	[]
2387	ongewijzigd	['']	[]
2388	vastgesteld	['']	[]
2389	.	['']	[]
2390	7.	['']	[]
2391	Notulen	['']	[]
2392	Commissies	['']	[]
2393	Voorjaarsnota	['']	[]
2394	21	['']	[]
2395	,	['']	[]
2396	22	['']	[]
2397	en	['']	[]
2398	23	['']	[]
2399	juni	['']	[]
2400	2022	['']	[]
2401	.	['']	[]
2402	Deze	['']	[]
2403	notulen	['']	[]
2404	worden	['']	[]
2405	zonder	['']	[]
2406	stemming	['']	[]
2407	ongewijzigd	['']	[]
2408	vastgesteld	['']	[]
2409	.	['']	[]
2410	9.	['']	[]
2411	Raadsvoorstel	['']	[]
2412	Beëindigen	['']	[]
2413	commissielidmaatschap	['']	[]
2414	.	['']	[]
2415	De	['B_PER_1']	[]
2416	voorzitter	['I_PER_1']	[]
2417	merkt	['']	[]
2418	op	['']	[]
2419	dat	['']	[]
2420	de	['']	[]
2421	SP	['']	[]
2422	als	['']	[]
2423	fractie	['']	[]
2424	niet	['']	[]
2425	langer	['']	[]
2426	meer	['']	[]
2427	is	['']	[]
2428	vertegenwoordigd	['']	[]
2429	in	['']	[]
2430	de	['']	[]
2431	raad	['']	[]
2432	.	['']	[]
2433	Daarmee	['']	[]
2434	eindigt	['']	[]
2435	ook	['']	[]
2436	het	['']	[]
2437	lidmaatschap	['']	[]
2438	van	['']	[]
2439	de	['']	[]
2440	commissieleden	['']	[]
2441	die	['']	[]
2442	eerder	['']	[]
2443	namens	['']	[]
2444	de	['']	[]
2445	SP	['']	[]
2446	zijn	['']	[]
2447	benoemd	['']	[]
2448	.	['']	[]
2449	Op	['']	[]
2450	grond	['']	[]
2451	van	['']	[]
2452	artikel	['']	[]
2453	7	['']	[]
2454	,	['']	[]
2455	lid	['']	[]
2456	3	['']	[]
2457	van	['']	[]
2458	de	['']	[]
2459	Verordening	['']	[]
2460	op	['']	[]
2461	de	['']	[]
2462	raadscommissie	['']	[]
2463	is	['']	[]
2464	voor	['']	[]
2465	beëindiging	['']	[]
2466	van	['']	[]
2467	het	['']	[]
2468	lidmaatschap	['']	[]
2469	een	['']	[]
2470	besluit	['']	[]
2471	van	['']	[]
2472	de	['']	[]
2473	raad	['']	[]
2474	nodig	['']	[]
2475	.	['']	[]
2476	De	['']	[]
2477	raad	['']	[]
2478	wordt	['']	[]
2479	derhalve	['']	[]
2480	voorgesteld	['']	[]
2481	te	['']	[]
2482	besluiten	['']	[]
2483	tot	['']	[]
2484	beëindiging	['']	[]
2485	van	['']	[]
2486	het	['']	[]
2487	commissielidmaatschap	['']	[]
2488	van	['']	[]
2489	Ruurt	['B_PER_61']	['B_PER_105']
2490	Wiegant	['I_PER_61']	['I_PER_105']
2491	en	['']	[]
2492	Dane	['B_PER_62']	['B_PER_106']
2493	Harris	['I_PER_62']	['I_PER_106']
2494	.	['']	[]
2495	Raadsvergadering	['']	[]
2496	van	['']	[]
2497	15	['']	[]
2498	september	['']	[]
2499	2022	['']	[]
2500	6	['']	[]
2501	Zonder	['']	[]
2502	stemming	['']	[]
2503	wordt	['']	[]
2504	overeenkomstig	['']	[]
2505	het	['']	[]
2506	raadsvoorstel	['']	[]
2507	besloten	['']	[]
2508	.	['']	[]
2509	De	['B_PER_1']	[]
2510	voorzitter	['I_PER_1']	[]
2511	dankt	['']	[]
2512	de	['']	[]
2513	heren	['']	[]
2514	Wiegant	['B_PER_61']	['B_PER_107']
2515	en	['']	[]
2516	Harris	['B_PER_62']	['B_PER_108']
2517	voor	['']	[]
2518	hun	['']	[]
2519	inzet	['']	[]
2520	voor	['']	[]
2521	de	['']	[]
2522	SP	['']	[]
2523	en	['']	[]
2524	daarmee	['']	[]
2525	voor	['']	[]
2526	de	['']	[]
2527	raad	['']	[]
2528	.	['']	[]
2529	11	['']	[]
2530	.	['']	[]
2531	Raadsvoorstel	['']	[]
2532	Voorbereidingskrediet	['']	[]
2533	Gebiedsontwikkeling	['']	[]
2534	Galgenwaard	['']	[]
2535	en	['']	[]
2536	omgeving	['']	[]
2537	.	['']	[]
2538	De	['B_PER_12']	[]
2539	heer	['I_PER_12']	['B_PER_109']
2540	Dijkstra	['I_PER_12']	['I_PER_109']
2541	(	['']	[]
2542	EenUtrecht	['']	[]
2543	)	['']	[]
2544	stemt	['']	[]
2545	in	['']	[]
2546	met	['']	[]
2547	het	['']	[]
2548	raadsvoorstel	['']	[]
2549	,	['']	[]
2550	mits	['']	[]
2551	de	['']	[]
2552	wethouder	['']	[]
2553	kan	['']	[]
2554	toezeggen	['']	[]
2555	dat	['']	[]
2556	de	['']	[]
2557	bewoners	['']	[]
2558	en	['']	[]
2559	direct	['']	[]
2560	omwonenden	['']	[]
2561	gelijkwaardig	['']	[]
2562	worden	['']	[]
2563	betrokken	['']	[]
2564	,	['']	[]
2565	net	['']	[]
2566	als	['']	[]
2567	de	['']	[]
2568	private	['']	[]
2569	marktpartijen	['']	[]
2570	,	['']	[]
2571	en	['']	[]
2572	dat	['']	[]
2573	er	['']	[]
2574	daarnaast	['']	[]
2575	ook	['']	[]
2576	wordt	['']	[]
2577	gekeken	['']	[]
2578	naar	['']	[]
2579	een	['']	[]
2580	kleinschaliger	['']	[]
2581	plan	['']	[]
2582	-	['']	[]
2583	500	['']	[]
2584	woningen	['']	[]
2585	en	['']	[]
2586	40.000	['']	[]
2587	bvo	['']	[]
2588	.	['']	[]
2589	De	['B_PER_1']	[]
2590	voorzitter	['I_PER_1']	[]
2591	merkt	['']	[]
2592	op	['']	[]
2593	dat	['']	[]
2594	dit	['']	[]
2595	eigenlijk	['']	[]
2596	geen	['']	[]
2597	stemverklaring	['']	[]
2598	is	['']	[]
2599	,	['']	[]
2600	maar	['']	[]
2601	meer	['']	[]
2602	een	['']	[]
2603	verzoek	['']	[]
2604	.	['']	[]
2605	Zonder	['']	[]
2606	stemming	['']	[]
2607	wordt	['']	[]
2608	overeenkomstig	['']	[]
2609	het	['']	[]
2610	raadsvoorstel	['']	[]
2611	besloten	['']	[]
2612	,	['']	[]
2613	met	['']	[]
2614	inachtneming	['']	[]
2615	van	['']	[]
2616	de	['']	[]
2617	afgelegde	['']	[]
2618	stemverklaring	['']	[]
2619	.	['']	[]
2620	12	['']	[]
2621	.	['']	[]
2622	Raadsvoorstel	['']	[]
2623	Herziening	['']	[]
2624	legesverordening	['']	[]
2625	m.b.t.	['']	[]
2626	evenementen	['']	[]
2627	en	['']	[]
2628	bijschrijving	['']	[]
2629	leidinggevenden	['']	[]
2630	in	['']	[]
2631	horeca	['']	[]
2632	.	['']	[]
2633	Mevrouw	['B_PER_33']	['B_PER_110']
2634	Snippe	['I_PER_33']	['I_PER_110']
2635	(	['']	[]
2636	PvdD	['']	[]
2637	)	['']	[]
2638	merkt	['']	[]
2639	op	['']	[]
2640	dat	['']	[]
2641	haar	['B_PER_33']	[]
2642	fractie	['']	[]
2643	beslispunt	['']	[]
2644	1A	['']	[]
2645	kan	['']	[]
2646	steunen	['']	[]
2647	,	['']	[]
2648	maar	['']	[]
2649	niet	['']	[]
2650	kan	['']	[]
2651	meegaan	['']	[]
2652	met	['']	[]
2653	het	['']	[]
2654	halveren	['']	[]
2655	van	['']	[]
2656	het	['']	[]
2657	tarief	['']	[]
2658	voor	['']	[]
2659	het	['']	[]
2660	in	['']	[]
2661	behandeling	['']	[]
2662	nemen	['']	[]
2663	van	['']	[]
2664	een	['']	[]
2665	evenementenvergunningaanvraag	['']	[]
2666	.	['']	[]
2667	Om	['']	[]
2668	die	['']	[]
2669	reden	['']	[]
2670	stemt	['']	[]
2671	haar	['B_PER_33']	[]
2672	fractie	['']	[]
2673	tegen	['']	[]
2674	het	['']	[]
2675	raadsvoorstel	['']	[]
2676	.	['']	[]
2677	Mevrouw	['B_PER_6']	['B_PER_111']
2678	Bode	['I_PER_6']	['I_PER_111']
2679	(	['']	[]
2680	Volt	['']	[]
2681	)	['']	[]
2682	sluit	['']	[]
2683	zich	['']	[]
2684	aan	['']	[]
2685	bij	['']	[]
2686	de	['']	[]
2687	stemverklaring	['']	[]
2688	van	['']	[]
2689	de	['']	[]
2690	Partij	['']	[]
2691	voor	['']	[]
2692	de	['']	[]
2693	Dieren	['']	[]
2694	.	['']	[]
2695	Zonder	['']	[]
2696	stemming	['']	[]
2697	wordt	['']	[]
2698	overeenkomstig	['']	[]
2699	het	['']	[]
2700	raadsvoorstel	['']	[]
2701	besloten	['']	[]
2702	,	['']	[]
2703	met	['']	[]
2704	inachtneming	['']	[]
2705	van	['']	[]
2706	de	['']	[]
2707	afgelegde	['']	[]
2708	stemverklaringen	['']	[]
2709	.	['']	[]
2710	13	['']	[]
2711	.	['']	[]
2712	Rekenkameronderzoek	['']	[]
2713	:	['']	[]
2714	Onbegonnen	['']	[]
2715	werk	['']	[]
2716	-	['']	[]
2717	Een	['']	[]
2718	onderzoek	['']	[]
2719	naar	['']	[]
2720	de	['']	[]
2721	verduurzaming	['']	[]
2722	van	['']	[]
2723	gemeentelijk	['']	[]
2724	vastgoed	['']	[]
2725	in	['']	[]
2726	Utrecht	['']	[]
2727	.	['']	[]
2728	De	['B_PER_63']	[]
2729	heer	['I_PER_63']	['B_PER_112']
2730	Keulen	['I_PER_63']	['I_PER_112']
2731	(	['']	[]
2732	lid	['']	[]
2733	Rekenkamer	['']	[]
2734	)	['']	[]
2735	merkt	['']	[]
2736	op	['']	[]
2737	dat	['']	[]
2738	de	['']	[]
2739	titel	['']	[]
2740	van	['']	[]
2741	het	['']	[]
2742	onderzoek	['']	[]
2743	slaat	['']	[]
2744	op	['']	[]
2745	twee	['']	[]
2746	zaken	['']	[]
2747	.	['']	[]
2748	Allereerst	['']	[]
2749	is	['']	[]
2750	er	['']	[]
2751	het	['']	[]
2752	feit	['']	[]
2753	dat	['']	[]
2754	er	['']	[]
2755	ondanks	['']	[]
2756	de	['']	[]
2757	versnellingsopgave	['']	[]
2758	nauwelijks	['']	[]
2759	panden	['']	[]
2760	waren	['']	[]
2761	aangepakt	['']	[]
2762	.	['']	[]
2763	Toen	['']	[]
2764	het	['']	[]
2765	rapport	['']	[]
2766	uitkwam	['']	[]
2767	,	['']	[]
2768	in	['']	[]
2769	februari	['']	[]
2770	van	['']	[]
2771	dit	['']	[]
2772	jaar	['']	[]
2773	,	['']	[]
2774	waren	['']	[]
2775	er	['']	[]
2776	twee	['']	[]
2777	gebouwen	['']	[]
2778	verduurzaamd	['']	[]
2779	,	['']	[]
2780	terwijl	['']	[]
2781	de	['']	[]
2782	doelstelling	['']	[]
2783	was	['']	[]
2784	om	['']	[]
2785	in	['']	[]
2786	2023	['']	[]
2787	57	['']	[]
2788	panden	['']	[]
2789	aangepakt	['']	[]
2790	te	['']	[]
2791	hebben	['']	[]
2792	.	['']	[]
2793	Daarnaast	['']	[]
2794	concludeerde	['']	[]
2795	de	['']	[]
2796	Rekenkamer	['']	[]
2797	dat	['']	[]
2798	met	['']	[]
2799	deze	['']	[]
2800	opgave	['']	[]
2801	doelen	['']	[]
2802	werden	['']	[]
2803	nagestreefd	['']	[]
2804	die	['']	[]
2805	financieel	['']	[]
2806	en	['']	[]
2807	inhoudelijk	['']	[]
2808	onvoldoende	['']	[]
2809	onderbouwd	['']	[]
2810	waren	['']	[]
2811	en	['']	[]
2812	daarmee	['']	[]
2813	niet	['']	[]
2814	realistisch	['']	[]
2815	zijn	['']	[]
2816	.	['']	[]
2817	De	['']	[]
2818	doelstelling	['']	[]
2819	om	['']	[]
2820	het	['']	[]
2821	gemeentelijk	['']	[]
2822	kernvastgoed	['']	[]
2823	in	['']	[]
2824	2040	['']	[]
2825	te	['']	[]
2826	verduurzamen	['']	[]
2827	is	['']	[]
2828	op	['']	[]
2829	de	['']	[]
2830	huidige	['']	[]
2831	manier	['']	[]
2832	haalbaar	['']	[]
2833	noch	['']	[]
2834	betaalbaar	['']	[]
2835	.	['']	[]
2836	Ook	['']	[]
2837	stelde	['']	[]
2838	de	['']	[]
2839	Rekenkamer	['']	[]
2840	vast	['']	[]
2841	dat	['']	[]
2842	de	['']	[]
2843	gemeente	['']	[]
2844	geen	['']	[]
2845	grip	['']	[]
2846	heeft	['']	[]
2847	op	['']	[]
2848	deze	['']	[]
2849	opgave	['']	[]
2850	.	['']	[]
2851	Mede	['']	[]
2852	hierdoor	['']	[]
2853	kon	['']	[]
2854	de	['']	[]
2855	organisatie	['']	[]
2856	geen	['']	[]
2857	inzicht	['']	[]
2858	geven	['']	[]
2859	in	['']	[]
2860	de	['']	[]
2861	voortgang	['']	[]
2862	en	['']	[]
2863	de	['']	[]
2864	besteding	['']	[]
2865	van	['']	[]
2866	de	['']	[]
2867	middelen	['']	[]
2868	.	['']	[]
2869	Dat	['']	[]
2870	leidt	['']	[]
2871	er	['']	[]
2872	in	['']	[]
2873	de	['']	[]
2874	ogen	['']	[]
2875	van	['']	[]
2876	de	['']	[]
2877	Rekenkamer	['']	[]
2878	toe	['']	[]
2879	dat	['']	[]
2880	de	['']	[]
2881	gemeenteraad	['']	[]
2882	over	['']	[]
2883	de	['']	[]
2884	voortgang	['']	[]
2885	niet	['']	[]
2886	inzichtelijk	['']	[]
2887	wordt	['']	[]
2888	geïnformeerd	['']	[]
2889	.	['']	[]
2890	De	['']	[]
2891	gemeente	['']	[]
2892	heeft	['']	[]
2893	zichzelf	['']	[]
2894	met	['']	[]
2895	een	['']	[]
2896	onmogelijke	['']	[]
2897	opgave	['']	[]
2898	opgezadeld	['']	[]
2899	.	['']	[]
2900	Ook	['']	[]
2901	in	['']	[]
2902	die	['']	[]
2903	zin	['']	[]
2904	is	['']	[]
2905	dit	['']	[]
2906	dus	['']	[]
2907	onbegonnen	['']	[]
2908	werk	['']	[]
2909	.	['']	[]
2910	Raadsvergadering	['']	[]
2911	van	['']	[]
2912	15	['']	[]
2913	september	['']	[]
2914	2022	['']	[]
2915	7	['']	[]
2916	In	['']	[]
2917	het	['']	[]
2918	coalitieakkoord	['']	[]
2919	staat	['']	[]
2920	dat	['']	[]
2921	men	['']	[]
2922	,	['']	[]
2923	gelet	['']	[]
2924	op	['']	[]
2925	de	['']	[]
2926	uitkomst	['']	[]
2927	van	['']	[]
2928	de	['']	[]
2929	Rekenkamer	['']	[]
2930	,	['']	[]
2931	een	['']	[]
2932	agenda	['']	[]
2933	kan	['']	[]
2934	verwachten	['']	[]
2935	voor	['']	[]
2936	een	['']	[]
2937	nieuwe	['']	[]
2938	en	['']	[]
2939	ambitieuze	['']	[]
2940	verduurzamingsaanpak	['']	[]
2941	aan	['']	[]
2942	het	['']	[]
2943	begin	['']	[]
2944	van	['']	[]
2945	2023	['']	[]
2946	.	['']	[]
2947	Tegelijkertijd	['']	[]
2948	ligt	['']	[]
2949	er	['']	[]
2950	ook	['']	[]
2951	een	['']	[]
2952	raadsvoorstel	['']	[]
2953	voor	['']	[]
2954	waarin	['']	[]
2955	de	['']	[]
2956	Rekenkamer	['']	[]
2957	heeft	['']	[]
2958	geprobeerd	['']	[]
2959	haar	['']	[]
2960	conclusies	['']	[]
2961	om	['']	[]
2962	te	['']	[]
2963	zetten	['']	[]
2964	in	['']	[]
2965	aanbevelingen	['']	[]
2966	waarvan	['']	[]
2967	ze	['']	[]
2968	hoopt	['']	[]
2969	dat	['']	[]
2970	die	['']	[]
2971	door	['']	[]
2972	de	['']	[]
2973	raad	['']	[]
2974	worden	['']	[]
2975	overgenomen	['']	[]
2976	.	['']	[]
2977	Het	['']	[]
2978	college	['']	[]
2979	heeft	['']	[]
2980	alle	['']	[]
2981	aanbevelingen	['']	[]
2982	van	['']	[]
2983	de	['']	[]
2984	Rekenkamer	['']	[]
2985	onderschreven	['']	[]
2986	en	['']	[]
2987	overgenomen	['']	[]
2988	.	['']	[]
2989	De	['B_PER_18']	[]
2990	heer	['I_PER_18']	['B_PER_113']
2991	Te	['I_PER_18']	['I_PER_113']
2992	Hoonte	['I_PER_18']	['I_PER_113']
2993	(	['']	[]
2994	VVD	['']	[]
2995	)	['']	[]
2996	merkt	['']	[]
2997	op	['']	[]
2998	dat	['']	[]
2999	zijn	['B_PER_18']	[]
3000	fractie	['']	[]
3001	de	['']	[]
3002	Rekenkamer	['']	[]
3003	dankt	['']	[]
3004	voor	['']	[]
3005	haar	['']	[]
3006	werk	['']	[]
3007	,	['']	[]
3008	dat	['']	[]
3009	ze	['']	[]
3010	het	['']	[]
3011	plan	['']	[]
3012	van	['']	[]
3013	aanpak	['']	[]
3014	van	['']	[]
3015	het	['']	[]
3016	college	['']	[]
3017	afwacht	['']	[]
3018	en	['']	[]
3019	dat	['']	[]
3020	ze	['']	[]
3021	het	['']	[]
3022	raadvoorstel	['']	[]
3023	zal	['']	[]
3024	steunen	['']	[]
3025	.	['']	[]
3026	Ondertussen	['']	[]
3027	is	['']	[]
3028	er	['']	[]
3029	van	['']	[]
3030	alles	['']	[]
3031	aan	['']	[]
3032	de	['']	[]
3033	hand	['']	[]
3034	op	['']	[]
3035	het	['']	[]
3036	gebied	['']	[]
3037	van	['']	[]
3038	energie	['']	[]
3039	.	['']	[]
3040	Vele	['']	[]
3041	organisaties	['']	[]
3042	hebben	['']	[]
3043	behoefte	['']	[]
3044	aan	['']	[]
3045	iets	['']	[]
3046	meer	['']	[]
3047	.	['']	[]
3048	Daarom	['']	[]
3049	dient	['']	[]
3050	zijn	['B_PER_18']	[]
3051	fractie	['']	[]
3052	motie	['']	[]
3053	229	['']	[]
3054	in	['']	[]
3055	(	['']	[]
3056	Versneld	['']	[]
3057	verduurzamen	['']	[]
3058	)	['']	[]
3059	,	['']	[]
3060	waarvan	['']	[]
3061	het	['']	[]
3062	college	['']	[]
3063	wordt	['']	[]
3064	opgedragen	['']	[]
3065	:	['']	[]
3066	1	['']	[]
3067	.	['']	[]
3068	Actief	['']	[]
3069	alle	['']	[]
3070	verduurzamingen	['']	[]
3071	op	['']	[]
3072	te	['']	[]
3073	pakken	['']	[]
3074	binnen	['']	[]
3075	de	['']	[]
3076	gemeentelijke	['']	[]
3077	vastgoedportefeuille	['']	[]
3078	conform	['']	[]
3079	de	['']	[]
3080	maatregelenlijsten	['']	[]
3081	van	['']	[]
3082	de	['']	[]
3083	energiebesparingsplicht	['']	[]
3084	die	['']	[]
3085	zich	['']	[]
3086	binnen	['']	[]
3087	5	['']	[]
3088	jaar	['']	[]
3089	terugverdienen	['']	[]
3090	voor	['']	[]
3091	zowel	['']	[]
3092	de	['']	[]
3093	gebouweigenaar	['']	[]
3094	als	['']	[]
3095	de	['']	[]
3096	gebruikers	['']	[]
3097	die	['']	[]
3098	onderdeel	['']	[]
3099	zijn	['']	[]
3100	van	['']	[]
3101	de	['']	[]
3102	gemeentelijke	['']	[]
3103	organisatie	['']	[]
3104	(	['']	[]
3105	Wettelijke	['']	[]
3106	plicht	['']	[]
3107	)	['']	[]
3108	2	['']	[]
3109	.	['']	[]
3110	Actief	['']	[]
3111	alle	['']	[]
3112	verduurzamingen	['']	[]
3113	op	['']	[]
3114	te	['']	[]
3115	pakken	['']	[]
3116	binnen	['']	[]
3117	de	['']	[]
3118	gemeentelijke	['']	[]
3119	vastgoedportefeuille	['']	[]
3120	die	['']	[]
3121	conform	['']	[]
3122	de	['']	[]
3123	maatregelenlijsten	['']	[]
3124	van	['']	[]
3125	de	['']	[]
3126	energieprestatieplicht	['']	[]
3127	die	['']	[]
3128	zich	['']	[]
3129	binnen	['']	[]
3130	5	['']	[]
3131	jaar	['']	[]
3132	terugverdienen	['']	[]
3133	voor	['']	[]
3134	huurders	['']	[]
3135	binnen	['']	[]
3136	die	['']	[]
3137	bijdragen	['']	[]
3138	aan	['']	[]
3139	de	['']	[]
3140	beleidsdoelstellingen	['']	[]
3141	van	['']	[]
3142	de	['']	[]
3143	gemeente	['']	[]
3144	en	['']	[]
3145	dit	['']	[]
3146	te	['']	[]
3147	verwerken	['']	[]
3148	in	['']	[]
3149	de	['']	[]
3150	kostprijsdekkende	['']	[]
3151	huur	['']	[]
3152		['']	[]
3153	3.	['']	[]
